Gyro_x,Gyro_y,Gyro_z,Acc_x,Acc_y,Acc_z,Mag_x,Mag_y,Mag_z,Euler_x,Euler_y,Euler_z,Quat_0,Quat_1,Quat_2,Quat_3
1.25,-2.4375,-0.6875,-0.25,0.28,9.73,0.6875,17.6875,-23.6875,-2.625,-2.5625,0.875,0.999451,0.0232544,0.022522,-0.00805664
1.875,-4.375,1.3125,-0.22,0.44,9.9,0.6875,17.6875,-23.6875,-2.625,-2.5,0.875,0.999451,0.0233765,0.0220337,-0.00787354
2.25,-4.9375,2.3125,-0.29,0.55,9.93,0.6875,17.6875,-23.6875,-2.625,-2.5,0.875,0.999451,0.0235596,0.0216675,-0.00769043
1.8125,-2.5,1.5,-0.27,0.57,9.93,0.6875,17.6875,-23.6875,-2.6875,-2.4375,0.8125,0.999451,0.0236816,0.0214233,-0.00756836
1.375,-0.8125,1.1875,-0.17,0.55,9.95,0.6875,17.6875,-23.6875,-2.6875,-2.4375,0.8125,0.999451,0.0238037,0.0213013,-0.00744629
0.875,-0.8125,1.1875,-0.17,0.55,9.83,0,18.75,-23.25,-2.6875,-2.4375,0.8125,0.999451,0.0238037,0.0212402,-0.00726318
0.25,-0.375,2.1875,-0.11,0.39,9.86,0,18.75,-23.25,-2.6875,-2.4375,0.75,0.999451,0.0238037,0.0211792,-0.00695801
0.4375,-0.25,3.9375,-0.38,0.42,9.76,0,18.75,-23.25,-2.6875,-2.4375,0.75,0.999451,0.0238037,0.0211182,-0.0065918
0.375,-0.75,2.8125,-0.55,0.54,9.75,0,18.75,-23.25,-2.6875,-2.375,0.6875,0.999451,0.0238647,0.0210571,-0.00634766
0.875,-0.6875,0.3125,-0.69,0.68,9.99,0,18.75,-23.25,-2.6875,-2.375,0.6875,0.999451,0.0239868,0.0209961,-0.00634766
1.4375,-0.6875,0.3125,-0.69,0.68,9.99,0,17.6875,-24.0625,-2.6875,-2.375,0.75,0.999451,0.0240479,0.0209961,-0.00665283
0.6875,0.5,-3.5,-0.66,0.77,10.06,0,17.6875,-24.0625,-2.6875,-2.4375,0.8125,0.999451,0.0239258,0.0212402,-0.00726318
-0.875,4.6875,-8.5625,0,0.49,10.05,0,17.6875,-24.0625,-2.6875,-2.4375,0.875,0.999451,0.0238037,0.0216064,-0.00799561
-1.5625,6.8125,-7.1875,0.06,0.34,9.98,0,17.6875,-24.0625,-2.625,-2.5625,0.9375,0.999451,0.0235596,0.0222168,-0.00860596
-2.8125,7.9375,-4.6875,-0.03,0.25,9.74,0,17.6875,-24.0625,-2.625,-2.625,1,0.999451,0.0232544,0.0228882,-0.00897217
-3.1875,7.9375,-4.6875,-0.03,0.25,9.74,0,17.6875,-23.25,-2.5625,-2.6875,1,0.99939,0.0230713,0.0234985,-0.00909424
-2.25,7,-1.6875,-0.14,0.14,9.59,-0.375,18,-23.25,-2.5625,-2.75,1,0.99939,0.0230103,0.0238647,-0.00897217
-0.8125,4,2.625,-0.66,0.29,9.57,-0.375,18,-23.25,-2.5625,-2.75,1,0.99939,0.0230103,0.0238647,-0.00878906
0.5625,0.125,2.375,-0.72,0.37,9.68,-0.375,18,-23.25,-2.625,-2.6875,0.9375,0.99939,0.0231934,0.0235596,-0.00854492
1.875,-2.9375,1.0625,-0.4,0.51,9.85,-0.375,18,-23.25,-2.625,-2.625,0.9375,0.999451,0.0233154,0.0231934,-0.00848389
1.75,-4.5625,1.0625,-0.4,0.51,9.85,-0.375,18,-23.25,-2.625,-2.625,0.9375,0.999451,0.0234375,0.0227661,-0.00848389
1.4375,-4.8125,0.1875,-0.11,0.41,9.9,-0.75,17.25,-24.0625,-2.625,-2.5625,0.9375,0.999451,0.0235596,0.0224609,-0.00836182
0.9375,-3.75,4.4375,0.16,0.26,9.83,-0.75,17.25,-24.0625,-2.625,-2.5625,0.875,0.999451,0.0236206,0.0222168,-0.00799561
0.75,-2.375,7.5,-0.15,0.3,9.76,-0.75,17.25,-24.0625,-2.6875,-2.5,0.8125,0.999451,0.0237427,0.0220947,-0.00738525
1.3125,-1.375,9.25,-0.44,0.4,9.79,-0.75,17.25,-24.0625,-2.6875,-2.5,0.75,0.999451,0.0239258,0.0220337,-0.0065918
2.1875,-1,9.25,-0.44,0.4,9.79,-0.75,18,-23.6875,-2.75,-2.5,0.625,0.999451,0.0241699,0.0218506,-0.00592041
2.5,-1.8125,8.4375,-0.66,0.52,9.83,0.375,18,-23.6875,-2.75,-2.4375,0.5625,0.999451,0.0244141,0.0216064,-0.00543213
2.4375,-2.625,3.125,-0.46,0.66,9.84,0.375,18,-23.6875,-2.75,-2.4375,0.5625,0.999451,0.0245972,0.0213013,-0.00518799
2.25,-3.25,1.75,-0.22,0.58,9.94,0.375,18,-23.6875,-2.8125,-2.375,0.5625,0.999451,0.0247192,0.0209961,-0.00500488
1.5625,-3.5625,2.5,0,0.42,9.91,0.375,18,-23.6875,-2.8125,-2.375,0.5,0.999451,0.0247803,0.020752,-0.00482178
0.9375,-3.125,2.5,0,0.42,9.91,0.375,18,-23.6875,-2.8125,-2.3125,0.5,0.999451,0.0249023,0.0205688,-0.00445557
1.0625,-1.625,4.4375,-0.06,0.38,9.88,0,17.6875,-23.25,-2.8125,-2.3125,0.4375,0.999451,0.0250244,0.0205688,-0.00396729
1.3125,0,4.25,-0.7,0.65,9.79,0,17.6875,-23.25,-2.8125,-2.3125,0.375,0.999451,0.0251465,0.0205688,-0.00360107
1.1875,0.375,0.875,-0.85,0.74,9.74,0,17.6875,-23.25,-2.875,-2.3125,0.375,0.999451,0.0252075,0.0205688,-0.00354004
0.9375,-0.5,-2.625,-0.54,0.72,9.84,0,17.6875,-23.25,-2.875,-2.3125,0.375,0.999451,0.0252075,0.0203857,-0.00378418
0.5,-2.25,-2.625,-0.54,0.72,9.84,0,17.6875,-23.25,-2.875,-2.3125,0.375,0.999451,0.0252075,0.0200195,-0.00415039
-0.3125,-4.25,-4,-0.23,0.59,9.86,1.0625,16.875,-22.875,-2.875,-2.25,0.4375,0.999512,0.0251465,0.0195312,-0.00439453
-0.6875,-5.5,-1.0625,0.11,0.33,9.77,1.0625,16.875,-22.875,-2.8125,-2.1875,0.5,0.999512,0.0251465,0.019104,-0.0045166
0.0625,-5.6875,2,0.09,0.41,9.88,1.0625,16.875,-22.875,-2.8125,-2.125,0.4375,0.999512,0.0251465,0.0184937,-0.0043335
0.4375,-6.75,5.0625,0.04,0.51,9.86,1.0625,16.875,-22.875,-2.8125,-2.0625,0.4375,0.999512,0.0251465,0.0180054,-0.00390625
0.125,-5.6875,5.0625,0.04,0.51,9.86,1.0625,16.875,-22.875,-2.875,-2,0.375,0.999512,0.0251465,0.0176392,-0.00335693
0.0625,-4.25,7,0.02,0.56,9.92,0,19.5,-23.25,-2.8125,-1.9375,0.25,0.999512,0.0250854,0.017334,-0.00268555
-0.9375,-2.875,8,-0.04,0.51,9.75,0,19.5,-23.25,-2.8125,-1.9375,0.1875,0.999512,0.0249634,0.0172119,-0.00201416
-1.6875,-1.875,7.3125,-0.59,0.41,9.86,0,19.5,-23.25,-2.8125,-1.9375,0.125,0.999512,0.0249023,0.0171509,-0.00140381
-0.875,-0.5,5.1875,-1.29,0.27,9.21,0,19.5,-23.25,-2.8125,-1.875,0.0625,0.999573,0.0249023,0.0167236,-0.000976562
-0.5,-5.375,5.1875,-1.29,0.27,9.21,0,19.5,-23.25,-2.8125,-1.875,0.0625,0.999573,0.0250244,0.0155029,-0.000793457
1.875,-14.375,2.5625,-1.24,0.14,9.19,0,18,-24.5,-2.8125,-1.75,0.0625,0.999573,0.0255737,0.0134888,-0.000793457
6,-23.6875,2.625,-0.21,0.09,9.43,0,18,-24.5,-3,-1.1875,0.0625,0.999573,0.0263062,0.0106201,-0.000610352
8.75,-33.75,8.375,0.63,0.34,9.98,0,18,-24.5,-3.0625,-0.8125,0,0.999573,0.0272217,0.00732422,0
10.75,-38.8125,15.5,0.62,0.55,10.22,0,18,-24.5,-3.1875,-0.4375,359.812,0.999573,0.0280762,0.00396729,0.0012207
10.0625,-39.5625,15.5,0.62,0.55,10.22,0,18,-24.5,-3.25,0,359.812,0.999573,0.0286865,0.000427246,0.00286865
7.125,-40.9375,22.1875,0.62,0.62,10.17,0.375,17.6875,-23.25,-3.3125,0.375,359.625,0.999573,0.0290527,-0.00341797,0.00518799
4.1875,-44.6875,34.375,0.73,0.45,9.76,0.375,17.6875,-23.25,-3.3125,0.875,359.062,0.999512,0.0292969,-0.00750732,0.00799561
3.0625,-47.0625,38.25,0.58,0.42,9.54,0.375,17.6875,-23.25,-3.375,1.375,358.688,0.999451,0.0296021,-0.0117188,0.0111084
3.5,-49.3125,39.625,0.53,0.45,9.38,0.375,17.6875,-23.25,-3.4375,1.875,358.312,0.999329,0.0302124,-0.0162964,0.0142822
6.875,-52.6875,39.625,0.53,0.45,9.38,0.375,17.6875,-23.25,-3.4375,1.875,358.312,0.999329,0.0310669,-0.0211182,0.0161133
10.5,-55.5625,40.125,0.18,0.41,9.97,-1.0625,17.25,-24.5,-3.5,2.4375,358.125,0.999146,0.0320435,-0.0262451,0.0193481
10.875,-59.875,40,0.48,0.04,10.17,-1.0625,17.25,-24.5,-3.625,3.6875,357.375,0.998718,0.0328369,-0.0319214,0.022583
9.5625,-66.25,41.1875,0.83,-0.04,10.11,-1.0625,17.25,-24.5,-3.6875,4.4375,357,0.998352,0.0336304,-0.0379639,0.0258789
9,-70.3125,43.375,1.29,-0.16,10.4,-1.0625,17.25,-24.5,-3.8125,5.1875,356.625,0.997986,0.0344849,-0.0443115,0.0293579
9.9375,-73.75,43.375,1.29,-0.16,10.4,-1.0625,17.25,-24.5,-3.8125,5.1875,356.625,0.997498,0.0352783,-0.0511475,0.032959
9.125,-79.9375,50.4375,1.75,-0.16,10.07,-0.75,17.6875,-24.0625,-3.875,6.8125,355.75,0.996948,0.0358887,-0.0584717,0.0369873
7.25,-85.4375,50.4375,1.74,-0.27,10.22,-0.75,17.6875,-24.0625,-3.875,7.75,355.188,0.996277,0.036499,-0.0661621,0.0413818
7,-89.75,54.75,1.61,-0.24,10.47,-0.75,17.6875,-24.0625,-3.875,8.6875,354.688,0.995483,0.0370483,-0.0742798,0.0460815
6.5625,-94.125,59.25,1.81,-0.19,10.71,-0.75,17.6875,-24.0625,-3.8125,9.6875,354.062,0.994568,0.0374146,-0.0828247,0.0510864
4.25,-99.6875,62.8125,1.81,-0.19,10.71,-0.75,17.6875,-24.0625,-3.8125,9.6875,354.062,0.993469,0.0374146,-0.0917969,0.0563354
-0.25,-104.188,66.5625,1.99,-0.14,11.03,-1.5,17.25,-24.5,-3.6875,10.75,353.5,0.992249,0.0368652,-0.101013,0.0618286
-5.875,-107,70.5,2.06,-0.21,11.01,-1.5,17.25,-24.5,-3.25,12.9375,352.188,0.990906,0.0358887,-0.110596,0.0675049
-10.75,-111.375,72.75,2.18,-0.43,11.25,-1.5,17.25,-24.5,-3,14.0625,351.5,0.98938,0.034668,-0.120728,0.0731201
-14.8125,-117.375,73,2.05,-0.59,11.61,-1.5,17.25,-24.5,-2.625,15.3125,350.875,0.987671,0.03302,-0.131165,0.0784912
-19.4375,-120.75,71.375,2.05,-0.59,11.61,-1.5,17.25,-24.5,-2.625,15.3125,350.875,0.987671,0.03302,-0.131165,0.0835571
-23.875,-122.875,67.875,1.86,-0.56,11.45,-2.25,17.25,-24.5625,-2.25,16.5,350.25,0.985901,0.0311279,-0.141724,0.0881958
-26.75,-125.688,63.3125,2.48,-0.4,10.59,-2.25,17.25,-24.5625,-1.3125,19,349.188,0.981812,0.0269165,-0.163696,0.0924683
-27.3125,-129.875,59.625,3.14,-0.35,9.64,-2.25,17.25,-24.5625,-0.875,20.375,348.688,0.979431,0.0250244,-0.175354,0.0966187
-25.8125,-137,57.875,3.5,-0.37,9.25,-2.25,17.25,-24.5625,-0.5,21.8125,348.188,0.976685,0.0236206,-0.188049,0.100586
-22.25,-149.5,56.1875,3.5,-0.37,9.25,-2.25,17.25,-24.5625,-0.5,21.8125,348.188,0.976685,0.0236206,-0.201904,0.104431
-17.4375,-165.625,53.9375,3.78,-0.56,9.17,-3.25,17.6875,-23.5625,-0.125,23.4375,347.75,0.973572,0.0227051,-0.217224,0.108032
-13.6875,-183.438,51.25,4.58,-1.02,10.6,-3.25,17.6875,-23.5625,0.5625,27.125,346.812,0.965698,0.0222168,-0.233582,0.111389
-12.4375,-197.875,48.5625,4.71,-1.07,11.23,-3.25,17.6875,-23.5625,0.9375,29.0625,346.375,0.960999,0.0220947,-0.25061,0.114685
-13.25,-206.188,48.25,4.96,-1.14,11.47,-3.25,17.6875,-23.5625,1.4375,31.125,345.875,0.955933,0.0216675,-0.267883,0.118042
-17.5,-210.312,50.75,4.96,-1.14,11.47,-3.25,17.6875,-23.5625,1.4375,31.125,345.875,0.955933,0.0216675,-0.285095,0.121582
-23,-209.625,55.0625,5.36,-1.43,11.27,-4.75,17.6875,-23.1875,2,33.125,345.375,0.950562,0.0206299,-0.302063,0.125244
-27.5625,-206.875,59.1875,5.62,-1.49,10.65,-4.75,17.6875,-23.1875,3.5625,37.0625,344.312,0.938843,0.0171509,-0.318787,0.129028
-31.8125,-205.438,62.0625,5.66,-1.46,10.39,-4.75,17.6875,-23.1875,4.5,39,343.75,0.932495,0.0147705,-0.335632,0.13269
-36.75,-206.625,62.6875,5.72,-1.68,9.81,-4.75,17.6875,-23.1875,5.5625,41,343.25,0.92572,0.012146,-0.352783,0.135986
-42.25,-211.25,60.3125,5.72,-1.68,9.81,-4.75,17.6875,-23.1875,5.5625,41,343.25,0.92572,0.012146,-0.352783,0.135986
-48.1875,-217.625,54.3125,5.86,-1.87,9.75,-6.1875,18.5,-21.0625,6.6875,43.0625,342.812,0.918457,0.00921631,-0.3703,0.13855
-54.6875,-224.938,45.875,6.2,-2.06,9.4,-6.1875,18.5,-21.0625,9.25,47.3125,342.25,0.902527,0.00299072,-0.406921,0.140808
-61.625,-232.5,36.5,6.72,-1.77,8.7,-6.1875,18.5,-21.0625,10.625,49.5,342.125,0.893921,-0.000244141,-0.425659,0.140503
-66.875,-236.438,27.375,6.93,-1.43,8.16,-6.1875,18.5,-21.0625,12.0625,51.6875,342.062,0.88501,-0.00335693,-0.444153,0.139526
-68.8125,-235.688,19.4375,6.93,-1.43,8.16,-6.1875,18.5,-21.0625,12.0625,51.6875,342.062,0.88501,-0.00335693,-0.444153,0.139526
-67.5625,-231.188,14.125,7.13,-1.27,7.47,-8.875,20,-19.6875,13.5625,53.875,342.062,0.875977,-0.00622559,-0.462158,0.138062
-63.5,-225.5,10.3125,7.07,-1.6,5.6,-8.875,20,-19.6875,16.625,58,342.125,0.857666,-0.0106201,-0.496155,0.134766
-56.9375,-220,7.125,7.24,-1.75,5.32,-8.875,20,-19.6875,18.1875,59.9375,342.125,0.848389,-0.0118408,-0.512207,0.133179
-49.125,-215,3.5,7.55,-1.81,5.16,-8.875,20,-19.6875,19.8125,61.875,342.125,0.839172,-0.0125732,-0.527527,0.131592
-42.125,-208.688,0.6875,7.55,-1.81,5.16,-8.875,20,-19.6875,19.8125,61.875,342.125,0.839172,-0.0125732,-0.527527,0.131592
-37.4375,-200.938,-0.0625,8.11,-1.84,5.01,-11.5,21.1875,-17,21.5,63.6875,342.125,0.830078,-0.0130005,-0.542114,0.130066
-35.1875,-193.312,1.125,7.94,-1.68,4.45,-11.5,21.1875,-17,25.4375,67.0625,342.125,0.812073,-0.0137939,-0.569336,0.127441
-35,-188.188,1.5625,7.94,-1.38,3.18,-11.5,21.1875,-17,27.8125,68.6875,342.125,0.802979,-0.0142822,-0.582397,0.125977
-35.5,-185.875,0.625,7.94,-1.27,2.55,-11.5,21.1875,-17,30.4375,70.1875,342.125,0.793823,-0.0147095,-0.595093,0.124451
-34.5,-182.562,-0.375,7.94,-1.27,2.55,-11.5,21.1875,-17,30.4375,70.1875,342.125,0.793823,-0.0147095,-0.595093,0.124451
-31.375,-175.625,-0.5,7.77,-1.09,1.45,-14.25,23.375,-14.75,36.4375,72.9375,341.875,0.776062,-0.0134888,-0.618225,0.123779
-26.1875,-164.125,0.375,7.32,-0.63,0.52,-14.25,23.375,-14.75,39.6875,74.0625,341.75,0.768188,-0.0131836,-0.628113,0.123108
-18,-148.75,1.375,7.09,-0.41,0.25,-14.25,23.375,-14.75,42.8125,75.0625,341.625,0.761169,-0.0123901,-0.636719,0.122864
-7.75,-131.625,1.25,6.95,-0.26,0,-14.25,23.375,-14.75,45.8125,75.8125,341.438,0.754944,-0.0110474,-0.644043,0.123169
2.8125,-115.062,-0.4375,6.95,-0.26,0,-14.25,23.375,-14.75,45.8125,75.8125,341.438,0.754944,-0.0110474,-0.644043,0.123169
13.125,-99.875,-2.875,6.85,-0.18,-0.19,-16.875,23.0625,-12.375,48.5,76.5,340.625,0.74884,-0.00561523,-0.65033,0.127686
22.5625,-87.25,-5.1875,6.44,-0.98,0.62,-16.875,23.0625,-12.375,53.1875,77.625,340.062,0.739685,0.000183105,-0.660339,0.129761
29.0625,-81.5625,-8,5.59,-1.18,0.66,-16.875,23.0625,-12.375,55.6875,78.25,339.812,0.734985,0.00396729,-0.665344,0.130798
33.375,-86.0625,-13.0625,5.59,-0.92,-0.03,-16.875,23.0625,-12.375,58.75,78.875,339.5,0.729736,0.00830078,-0.670898,0.131653
36,-96,-17.9375,6.23,-0.92,-0.03,-16.875,23.0625,-12.375,58.75,78.875,339.5,0.729736,0.00830078,-0.670898,0.131653
36.125,-104.688,-20.25,7.59,-0.86,1.24,-17.6875,24.1875,-9.375,66.4375,80.0625,338.562,0.718262,0.019104,-0.682129,0.135681
32.25,-93.25,-15.3125,8.68,-0.84,1.37,-17.6875,24.1875,-9.375,69.25,80.3125,338.25,0.714844,0.0213623,-0.685425,0.136963
25.125,-59.1875,-1.25,8.82,0,1.66,-17.6875,24.1875,-9.375,70.1875,80.1875,337.938,0.713745,0.0217896,-0.686218,0.138794
17.5,-15.75,14.0625,6.68,0.1,0.89,-17.6875,24.1875,-9.375,69.3125,79.9375,337.688,0.714844,0.0205688,-0.684631,0.140808
7.625,24.9375,24.625,5.45,0.1,0.89,-17.6875,24.1875,-9.375,69.3125,79.9375,337.688,0.714844,0.0205688,-0.684631,0.140808
-6.125,45,29,4.99,0.2,0.21,-18.5,24.1875,-9,67.6875,79.5,337.5,0.717102,0.0179443,-0.682068,0.142273
