Gyro_x,Gyro_y,Gyro_z,Acc_x,Acc_y,Acc_z,Mag_x,Mag_y,Mag_z,Euler_x,Euler_y,Euler_z,Quat_0,Quat_1,Quat_2,Quat_3
53.75,-43.4375,52.1875,-5.53,1.68,6.69,10.375,-23,-18.5625,-12.625,-29.4375,172.5,0.0628662,0.261536,-0.0822754,-0.959595
53.4375,-41.125,40.5,-5.73,1.27,7.54,10.375,-23,-18.5625,-13.3125,-28.9375,172.25,0.0646973,0.258179,-0.0877686,-0.9599
45.6875,-41.25,26.6875,-5.65,0.88,8.24,10.375,-23,-18.5625,-13.8125,-28.5,172.188,0.0655518,0.254883,-0.0922241,-0.960327
28.3125,-44.75,13,-5.66,0.64,8.22,10.375,-23,-18.5625,-14.125,-28.0625,172.125,0.0656738,0.251343,-0.0950928,-0.960999
7.75,-50.875,0.4375,-5.61,0.74,7.64,9.25,-25.1875,-16.5,-14.125,-27.5625,172.375,0.0637207,0.24707,-0.0963135,-0.962097
-7.375,-54.875,-11.625,-5.1,0.95,6.8,9.25,-25.1875,-16.5,-13.9375,-27.0625,172.562,0.062439,0.242676,-0.0957642,-0.963318
-18.25,-56.375,-24.0625,-4.78,0.94,6.77,9.25,-25.1875,-16.5,-13.5625,-26.625,172.812,0.0604248,0.238159,-0.0941162,-0.964783
-28.625,-55.0625,-34.5625,-4.32,0.77,6.82,9.25,-25.1875,-16.5,-13.0625,-26.125,173.125,0.0577393,0.233826,-0.0913696,-0.966248
-40.375,-52,-40.25,-3.69,0.52,6.85,9.25,-25.1875,-16.5,-12.4375,-25.75,173.5,0.0548706,0.229675,-0.0875244,-0.967773
-53.1875,-51.75,-40,-2.92,0.2,6.56,8.1875,-24.375,-18.1875,-11.6875,-25.3125,173.812,0.0521851,0.225464,-0.0826416,-0.969299
-64.25,-60.625,-37.3125,-6.04,-0.71,5.52,8.1875,-24.375,-18.1875,-10.875,-24.8125,174.062,0.0499268,0.22052,-0.0769043,-0.971069
-62.25,-99.4375,-45,-5.44,-0.45,3.62,8.1875,-24.375,-18.1875,-10,-24,174.438,0.0467529,0.212341,-0.0714111,-0.97345
-44.75,-123.812,-60.3125,-6.53,-0.32,2.96,8.1875,-24.375,-18.1875,-9.1875,-22.875,175.062,0.0418701,0.202332,-0.0670776,-0.976135
-21.5,-141.312,-82.25,-6.37,0.54,6.09,8.1875,-24.375,-18.1875,-8.625,-21.6875,175.938,0.034668,0.19104,-0.0643921,-0.978821
-7.5625,-159.312,-102,-4.26,0.78,6.86,7.75,-24,-19.75,-8.0625,-20.25,177,0.0254517,0.178406,-0.0626221,-0.981628
-5.5,-194.75,-110.625,-2.55,0.86,6.15,7.75,-24,-19.75,-7.5625,-18.5625,178.188,0.0153198,0.162781,-0.0609131,-0.98468
-4.625,-216,-106.188,0.11,-0.03,8.93,7.75,-24,-19.75,-7.0625,-16.625,179.312,0.00549316,0.145325,-0.0593262,-0.98761
-10.3125,-197.875,-87.6875,0.75,-0.22,10.4,7.75,-24,-19.75,-6.6875,-14.8125,180.312,-0.00274658,0.129211,-0.0574341,-0.989929
-26.3125,-159.062,-62.125,0.95,-0.01,10.26,7.75,-24,-19.75,-6.25,-13.375,180.938,-0.00842285,0.116211,-0.0545044,-0.991699
-41.375,-113.375,-37.0625,0.79,0.17,9.47,7.375,-22.5,-19.75,-5.75,-12.3125,181.312,-0.0117798,0.106934,-0.0505981,-0.99292
-50.9375,-76,-18.5,-0.44,0.68,7.91,7.375,-22.5,-19.75,-5.1875,-11.5625,181.5,-0.0132446,0.100647,-0.0460815,-0.993774
-54.4375,-53.6875,-8.625,-1.28,0.61,7.54,7.375,-22.5,-19.75,-4.625,-11.0625,181.562,-0.0136719,0.0962524,-0.0413818,-0.994385
-52.5625,-41.6875,-6.25,-2.05,0.35,7.51,7.375,-22.5,-19.75,-4.125,-10.6875,181.562,-0.0139771,0.0928345,-0.0368652,-0.994873
-46.6875,-37.9375,-9.625,-2.71,0.02,7.27,7.375,-22.5,-19.75,-3.625,-10.3125,181.625,-0.0145264,0.0897217,-0.0328369,-0.9953
-36.5625,-42.875,-18,-4.02,-0.44,6.6,5.5625,-22.1875,-21.75,-3.25,-9.9375,181.812,-0.0158691,0.0861816,-0.029541,-0.995728
-23.375,-56.625,-31.875,-4.54,-0.39,7.13,5.5625,-22.1875,-21.75,-2.9375,-9.375,182.125,-0.0185547,0.081543,-0.0272827,-0.996094
-12.1875,-73.3125,-51.3125,-4.87,-0.2,8.04,5.5625,-22.1875,-21.75,-2.75,-8.6875,182.625,-0.0229492,0.0755005,-0.0258179,-0.996521
-8.9375,-86.4375,-74.625,-4.91,0.01,9.53,5.5625,-22.1875,-21.75,-2.5625,-7.875,183.312,-0.0293579,0.0684204,-0.0244141,-0.996948
-16.9375,-90.625,-97.625,-3.37,0.46,12.15,5.5625,-22.1875,-21.75,-2.25,-7.0625,184.312,-0.0376587,0.0610352,-0.0221558,-0.997192
-34.75,-81.125,-115.25,-1.95,0.54,12.67,4.875,-20.6875,-22.5625,-1.8125,-6.3125,185.438,-0.0473633,0.0545044,-0.0183716,-0.997192
-54.3125,-65.75,-122.188,-0.56,0.45,11.66,4.875,-20.6875,-22.5625,-1.125,-5.6875,186.562,-0.0574951,0.0493774,-0.0130005,-0.997009
-63.5,-55.875,-116.875,2.22,-0.29,10.3,4.875,-20.6875,-22.5625,-0.4375,-5.1875,187.688,-0.0671387,0.045105,-0.00689697,-0.996704
-58.75,-47.625,-99.75,3.38,-0.9,9.75,4.875,-20.6875,-22.5625,0.1875,-4.75,188.625,-0.0753174,0.0414429,-0.00128174,-0.996277
-42.5625,-39.8125,-70.125,3.39,-1.04,8.85,4.875,-20.6875,-22.5625,0.625,-4.3125,189.25,-0.0811157,0.0383911,0.00280762,-0.995972
-18.75,-35.0625,-39,2.67,-0.73,8.09,5.1875,-20.25,-23.375,0.875,-4,189.688,-0.0847778,0.0355835,0.00476074,-0.995728
5.125,-31.1875,-18.1875,0.79,0,8.54,5.1875,-20.25,-23.375,0.8125,-3.6875,189.875,-0.0863037,0.0328979,0.00457764,-0.995728
22.625,-20.875,-11.875,-0.44,0.17,8.57,5.1875,-20.25,-23.375,0.625,-3.5,190,-0.0873413,0.0309448,0.00286865,-0.995667
31.5625,-3.0625,-20.1875,-1.16,0.41,7.98,5.1875,-20.25,-23.375,0.3125,-3.4375,190.188,-0.0891113,0.0304565,0.000305176,-0.995544
33.625,16.5,-38.4375,-1.79,0.59,8.1,5.1875,-20.25,-23.375,0,-3.625,190.562,-0.0924683,0.0316162,-0.00256348,-0.995239
29.4375,34.625,-61.5625,-2.39,-0.08,9.62,6.25,-19.1875,-24.5625,-0.1875,-3.9375,191.312,-0.098938,0.0343018,-0.00518799,-0.994507
21.5625,42.125,-80.6875,-1.08,-0.43,9.35,6.25,-19.1875,-24.5625,-0.3125,-4.375,192.125,-0.105774,0.0376587,-0.00714111,-0.993652
18.375,19.875,-76.625,1.8,0.25,9.93,6.25,-19.1875,-24.5625,-0.4375,-4.5625,192.875,-0.112244,0.0392456,-0.00860596,-0.992859
16.25,-2.6875,-40.6875,3.36,1.17,10.97,6.25,-19.1875,-24.5625,-0.5625,-4.5,193.25,-0.115723,0.0388794,-0.00982666,-0.992493
9.1875,2.25,0,0.86,1.91,11.77,6.25,-19.1875,-24.5625,-0.6875,-4.5625,193.25,-0.115723,0.0390015,-0.0106201,-0.992432
-0.1875,30.1875,23.75,-0.59,1.77,12.92,6.25,-19.1875,-23.75,-0.6875,-4.8125,193.125,-0.114319,0.0415039,-0.0109863,-0.992493
-11.5,65.75,28.6875,-1.59,1.47,11.44,6.25,-19.1875,-23.75,-0.625,-5.5,192.812,-0.111816,0.0471191,-0.0108032,-0.992554
-15.25,79.5625,21.9375,-1.87,0.88,8.77,6.25,-19.1875,-23.75,-0.5,-6.25,192.625,-0.109863,0.053894,-0.0103149,-0.992432
-10.5,73.25,11.75,-5.01,0.02,14.59,6.25,-19.1875,-23.75,-0.375,-6.9375,192.5,-0.108765,0.0601196,-0.0101929,-0.992188
-17.25,41.375,-7.3125,-5.17,-0.54,13.37,6.25,-19.1875,-23.75,-0.1875,-7.375,192.562,-0.109253,0.0637207,-0.00909424,-0.991943
-25.875,-17.8125,-30.9375,-3.73,-0.11,14.18,8.1875,-19.1875,-24.5625,0,-7.1875,193.062,-0.113892,0.0625,-0.00671387,-0.991516
-35.875,-54.1875,-47.1875,-1.77,1.25,16.33,8.1875,-19.1875,-24.5625,0.4375,-6.625,193.5,-0.117676,0.0583496,-0.00292969,-0.991333
-45.75,-57.8125,-56.5,-0.75,1.4,16.12,8.1875,-19.1875,-24.5625,0.9375,-6.0625,194,-0.122192,0.0539551,0.00177002,-0.991028
-49.5,-42.0625,-59.3125,0.62,1.23,15.99,8.1875,-19.1875,-24.5625,1.4375,-5.6875,194.562,-0.126953,0.0509644,0.0065918,-0.990601
-47.375,-16.1875,-53.75,1.49,1.01,15.49,8.1875,-19.1875,-24.5625,2,-5.5,195.062,-0.131226,0.0500488,0.0109863,-0.990051
-40.9375,6.5,-42.5,1.65,0.45,14.98,8.25,-18.5,-25,2.4375,-5.5625,195.5,-0.135193,0.0510254,0.0144653,-0.98938
-30.8125,17.5625,-29.1875,1.57,0.38,15.63,8.25,-18.5,-25,2.75,-5.6875,195.812,-0.137512,0.0527954,0.0169678,-0.988953
-19.875,24.1875,-15.75,1.44,0.77,16.75,8.25,-18.5,-25,2.9375,-5.9375,195.938,-0.138733,0.0550537,0.0184326,-0.988647
-10.0625,35.5,-5.5,0.92,1.52,17.62,8.25,-18.5,-25,3.0625,-6.25,196,-0.139221,0.0581055,0.0188599,-0.988403
-1.875,47.75,0.875,-0.22,1.7,18.84,8.25,-18.5,-25,3.0625,-6.75,196,-0.139221,0.0621338,0.0184937,-0.988159
7.6875,54.75,5.4375,-1.02,1.69,18.57,9,-17,-24.5,3,-7.25,196.188,-0.14093,0.0666504,0.0170288,-0.98761
23.375,46.0625,8.5625,-1.58,1.78,17.8,9,-17,-24.5,2.75,-7.6875,196.188,-0.140442,0.0702515,0.0144653,-0.987488
44.25,27.25,9.9375,-2.15,1.81,17.35,9,-17,-24.5,2.3125,-8,196.125,-0.139893,0.0720215,0.010376,-0.987488
70.875,9.75,8.9375,-2.29,1.7,16.46,9,-17,-24.5,1.625,-8.0625,196.062,-0.139587,0.0719604,0.0043335,-0.98761
105.312,6.3125,8.125,-2.4,1.94,15.62,9,-17,-24.5,0.625,-8.125,196.062,-0.139526,0.0712891,-0.00457764,-0.98761
145.25,12.9375,7.3125,-2.63,2.18,15.06,9.75,-17.6875,-24.5,-0.75,-8.25,196.125,-0.140381,0.0706177,-0.0169678,-0.987427
183.75,19.5,3.75,-2.83,2.75,14.77,9.75,-17.6875,-24.5,-2.5625,-8.4375,196.25,-0.141113,0.0700684,-0.0325317,-0.987
214.562,20.75,-4.1875,-2.67,2.73,14.35,9.75,-17.6875,-24.5,-4.625,-8.625,196.438,-0.142639,0.0692749,-0.0506592,-0.986023
236.25,10.4375,-14.1875,-2.29,2.45,13.6,9.75,-17.6875,-24.5,-6.875,-8.75,196.75,-0.145142,0.0673218,-0.0703735,-0.984619
250.438,-12.5,-23.125,-1.93,2.22,12.77,9.75,-17.6875,-24.5,-9.25,-8.6875,197.188,-0.14856,0.0633545,-0.0908813,-0.982666
259.438,-38.5,-30.6875,-1.04,2.3,10.26,10.5,-20,-22.875,-11.75,-8.375,197.688,-0.15271,0.0570679,-0.111755,-0.980286
264.938,-63.5,-35.9375,-0.6,2.5,8.81,10.5,-20,-22.875,-14.25,-7.875,198.312,-0.157532,0.0487671,-0.132629,-0.977356
269.812,-89,-37.75,-0.51,2.68,7.48,10.5,-20,-22.875,-16.75,-7.125,198.938,-0.16272,0.038208,-0.153564,-0.973877
273.188,-114.188,-38.125,-0.86,2.72,6.54,10.5,-20,-22.875,-19.3125,-6.1875,199.625,-0.168152,0.0255737,-0.174255,-0.96991
271.625,-136.688,-41.625,-1.54,2.44,5.47,10.5,-20,-22.875,-21.875,-5.0625,200.438,-0.174133,0.0111084,-0.194397,-0.965271
266.5,-152,-49.125,-1.25,2.13,5.33,10.0625,-24,-16.25,-24.375,-3.9375,201.312,-0.180786,-0.00439453,-0.213806,-0.959961
260.938,-156.438,-56.3125,-0.82,1.96,5.21,10.0625,-24,-16.25,-26.8125,-2.8125,202.25,-0.188049,-0.0200806,-0.232483,-0.954041
258,-146,-59.6875,-0.62,1.73,4.81,10.0625,-24,-16.25,-29.25,-1.8125,203.25,-0.195251,-0.034729,-0.250977,-0.947449
256.125,-130.125,-58.6875,-0.61,1.4,4.12,10.0625,-24,-16.25,-31.75,-1,204.188,-0.201843,-0.0480957,-0.269409,-0.940369
251.062,-115.75,-55.1875,-0.94,1.41,3.69,10.0625,-24,-16.25,-34.125,-0.375,205.062,-0.207825,-0.0603027,-0.287537,-0.932983
242.438,-101.188,-54.9375,-0.71,1.46,3.01,9.75,-27.375,-11.875,-36.5,0.0625,205.938,-0.213318,-0.071228,-0.305115,-0.925415
233.812,-83.4375,-57.4375,-0.12,1.44,1.79,9.75,-27.375,-11.875,-38.75,0.375,206.75,-0.218506,-0.0804443,-0.322144,-0.917603
226.438,-66.125,-59.625,-0.05,1.3,1.1,9.75,-27.375,-11.875,-40.9375,0.5,207.562,-0.223328,-0.0881348,-0.338806,-0.909729
219.562,-55.0625,-61.75,-0.05,1.22,0.6,9.75,-27.375,-11.875,-43.0625,0.5,208.375,-0.227966,-0.0946655,-0.355042,-0.901672
214.625,-48.875,-64.375,0.18,1.25,0.06,9.75,-27.375,-11.875,-45.1875,0.375,209.125,-0.232605,-0.100586,-0.37085,-0.893433
212.875,-47,-65.8125,0.26,1.3,-0.18,10.375,-29.6875,-6.5625,-47.25,0.25,210,-0.237183,-0.106262,-0.386475,-0.884888
212.562,-47.125,-66.375,0.29,1.27,-0.19,10.375,-29.6875,-6.5625,-49.3125,0.0625,210.812,-0.24176,-0.111877,-0.401978,-0.876038
212.25,-47.375,-67.0625,0.27,1.3,-0.22,10.375,-29.6875,-6.5625,-51.3125,-0.0625,211.688,-0.246277,-0.117371,-0.417236,-0.866882
211.75,-47.5,-67.5,0.28,1.31,-0.23,10.375,-29.6875,-6.5625,-53.375,-0.3125,212.562,-0.250732,-0.122864,-0.432373,-0.857361
211.375,-47.6875,-68.3125,0.27,1.3,-0.2,10.375,-29.6875,-6.5625,-55.4375,-0.5625,213.5,-0.255188,-0.128296,-0.447266,-0.847534
211.125,-47.9375,-69,0.26,1.31,-0.19,11.1875,-28.75,-1.375,-57.4375,-0.875,214.438,-0.259583,-0.133667,-0.462036,-0.837402
210,-49.625,-69.6875,-0.26,1.49,1.2,11.1875,-28.75,-1.375,-59.5,-1.1875,215.375,-0.264038,-0.139038,-0.476501,-0.826965
196.438,-82.625,-71.0625,-1.17,2.04,4.67,11.1875,-28.75,-1.375,-61.375,-1.4375,216.562,-0.27002,-0.146301,-0.489136,-0.816345
156.938,-180.688,-70.875,-0.74,2.4,6.01,11.1875,-28.75,-1.375,-62.8125,-1.1875,218.312,-0.280334,-0.159363,-0.496582,-0.805847
110,-283.25,-69.6875,-1.95,3.06,8.33,11.1875,-28.75,-1.375,-63.875,-0.5625,220.688,-0.29541,-0.178284,-0.498108,-0.795532
60.25,-321.938,-79.25,-1.97,3.49,8.97,12.875,-28.875,3.375,-64.4375,0,223.438,-0.313232,-0.197998,-0.495178,-0.785828
12.9375,-302.188,-95.1875,-0.74,3.94,6.97,12.875,-28.875,3.375,-64.5625,0.4375,226.188,-0.331848,-0.214294,-0.489441,-0.777405
-23.5625,-263.438,-107.625,0.14,4.08,6.87,12.875,-28.875,3.375,-64.375,0.625,228.875,-0.350159,-0.22644,-0.4823,-0.770386
-53.3125,-226.438,-113.75,2.03,3.87,7.34,12.875,-28.875,3.375,-63.875,0.5625,231.312,-0.367676,-0.234924,-0.474182,-0.764709
-80.625,-194.625,-109,3.98,3.11,7.1,12.875,-28.875,3.375,-63.125,0.4375,233.562,-0.384033,-0.24054,-0.465027,-0.760498
-106.312,-174.75,-88.1875,5.23,1.88,5.73,15.5,-27,1.25,-62.125,0.5,235.438,-0.398682,-0.244812,-0.454224,-0.758118
-128.562,-163.625,-51.6875,4.98,1.28,6.18,15.5,-27,1.25,-60.875,0.8125,236.875,-0.410889,-0.248962,-0.441467,-0.757812
-152.125,-152.125,-7.25,4.83,0.56,7.16,15.5,-27,1.25,-59.4375,1.5,237.812,-0.420105,-0.253113,-0.426514,-0.759949
-181.125,-141.188,39.0625,4.74,0.11,7.5,15.5,-27,1.25,-57.6875,2.5,238.25,-0.426514,-0.25708,-0.408997,-0.764648
-212.75,-139.438,86.125,3.88,0.41,6.47,15.5,-27,1.25,-55.6875,3.9375,238.25,-0.430237,-0.261353,-0.388245,-0.771912
-241.125,-144.625,130.312,3.56,0.95,5.47,17.25,-25.875,-5.0625,-53.375,5.8125,237.812,-0.431702,-0.266235,-0.364258,-0.781067
-261.375,-146.812,167.25,7.33,1.01,4.61,17.25,-25.875,-5.0625,-50.875,7.9375,237.062,-0.430847,-0.271423,-0.337769,-0.791565
-266.5,-125.375,208.188,6.55,1.96,2.71,17.25,-25.875,-5.0625,-48.25,10.25,235.875,-0.426453,-0.275879,-0.310486,-0.803528
-254.812,-87.8125,239.25,4.88,1.49,0.41,17.25,-25.875,-5.0625,-45.5625,12.5,234.25,-0.418213,-0.278809,-0.284302,-0.816406
-233.375,-40.25,256.25,5.24,1.2,0.24,17.25,-25.875,-5.0625,-42.9375,14.5625,232.188,-0.40686,-0.279419,-0.26062,-0.829773
-211.812,10.5625,273.875,4.95,1.49,-0.44,14.1875,-25.75,-11.5625,-40.3125,16.25,229.812,-0.392273,-0.277283,-0.239563,-0.843689
-186.562,48.625,288.438,5.89,2.78,-0.24,14.1875,-25.75,-11.5625,-37.75,17.625,227.188,-0.374939,-0.273376,-0.221069,-0.857788
-158.625,72.1875,300.25,6.47,3.5,0.13,14.1875,-25.75,-11.5625,-35.3125,18.8125,224.312,-0.355347,-0.268616,-0.204834,-0.871582
-123.25,78.1875,309.375,5.94,4.37,0.67,14.1875,-25.75,-11.5625,-33.125,19.875,221.312,-0.333862,-0.264343,-0.190979,-0.884399
-78,68.125,312.312,4.73,4.79,1.6,14.1875,-25.75,-11.5625,-31.3125,20.875,218.25,-0.311035,-0.262024,-0.180054,-0.89563
-34.0625,57,304.375,1.91,3.96,4.19,9.0625,-26.375,-16.375,-29.875,21.9375,215.25,-0.287842,-0.261353,-0.17218,-0.90509
-5.875,60.8125,281.312,0.44,3.96,4.64,9.0625,-26.375,-16.375,-28.6875,22.75,212.375,-0.265503,-0.260559,-0.166931,-0.913086
6.375,71.6875,243.625,-0.36,4.24,4.87,9.0625,-26.375,-16.375,-27.75,23.25,209.875,-0.245483,-0.258545,-0.163635,-0.919861
6.3125,67.875,198.875,-0.44,4.73,5.15,9.0625,-26.375,-16.375,-26.9375,23.5625,207.75,-0.228882,-0.256104,-0.161194,-0.925232
-2.5,36.5,155.812,0.96,5.76,6.91,9.0625,-26.375,-16.375,-26.25,23.9375,206.188,-0.216248,-0.25531,-0.158264,-0.928955
-18.125,-11.375,118.688,1.95,5.88,7.33,3.5625,-27.1875,-17.0625,-25.625,24.5,205.062,-0.207458,-0.257446,-0.154114,-0.931091
-36.4375,-58.4375,90,3.58,6.03,7,3.5625,-27.1875,-17.0625,-25,25.375,204.438,-0.201965,-0.262573,-0.148254,-0.931824
-52.4375,-94.4375,70.125,6.61,6.47,9.45,3.5625,-27.1875,-17.0625,-24.375,26.5,204.062,-0.19873,-0.269958,-0.14093,-0.931519
-77.1875,-97.1875,62.5625,10.18,5.56,13.42,3.5625,-27.1875,-17.0625,-23.5625,27.625,203.812,-0.196716,-0.277039,-0.131775,-0.931213
-116.812,-81.0625,66.8125,10.86,5.22,14.16,3.5625,-27.1875,-17.0625,-22.25,28.625,203.625,-0.195068,-0.282227,-0.11969,-0.931641
-163.562,-67,74.9375,11.34,5.19,13.69,0.1875,-26.75,-17.5625,-20.4375,29.4375,203.438,-0.193726,-0.285522,-0.103882,-0.9328
-206.875,-56.5,82.5625,12.44,5.2,13.63,0.1875,-26.75,-17.5625,-18.125,30.25,203.25,-0.192688,-0.287231,-0.0846558,-0.934448
-242.75,-41.8125,91.4375,13.04,4.99,11.1,0.1875,-26.75,-17.5625,-15.3125,30.875,203.125,-0.191589,-0.28717,-0.062561,-0.936401
-264.062,-27.875,99.0625,12.49,4.63,9.52,0.1875,-26.75,-17.5625,-12.25,31.375,202.875,-0.190247,-0.285583,-0.0388184,-0.938477
-267.688,-19.5,102.062,12.38,4.37,8.42,0.1875,-26.75,-17.5625,-9.0625,31.75,202.688,-0.18866,-0.283081,-0.0148315,-0.940247
-255.75,-21.6875,100.5,12.57,3.96,6.92,-3.0625,-24.5625,-20.75,-6,32.0625,202.438,-0.186768,-0.280762,0.00823975,-0.941406
-231.938,-35.9375,95.4375,12.26,3.87,6.55,-3.0625,-24.5625,-20.75,-3.1875,32.5,202.125,-0.18457,-0.279846,0.02948,-0.94165
-200,-47.875,82.5,12.14,3.5,7,-3.0625,-24.5625,-20.75,-0.75,33,201.938,-0.182617,-0.280273,0.0480957,-0.941162
-166.5,-45.4375,63.125,12.24,2.99,8.09,-3.0625,-24.5625,-20.75,1.1875,33.4375,201.812,-0.181335,-0.281006,0.0635376,-0.940247
-139.125,-35,42.5625,12.13,2.48,9,-3.0625,-24.5625,-20.75,2.8125,33.75,201.812,-0.18103,-0.281433,0.0761108,-0.93927
-118.188,-27.0625,22.9375,11.43,2.7,9.04,-5,-18.75,-26.0625,4.125,34,201.938,-0.181824,-0.281616,0.0864868,-0.938171
-98.6875,-22.625,2.25,10.28,3.24,9.47,-5,-18.75,-26.0625,5.0625,34.25,202.188,-0.183838,-0.28186,0.0946655,-0.93689
-82.125,-25.4375,-22.4375,9.58,3.82,10.2,-5,-18.75,-26.0625,5.75,34.5,202.625,-0.187378,-0.282776,0.101074,-0.935242
-73.6875,-43.125,-48.25,9.06,4.69,12.6,-5,-18.75,-26.0625,6.1875,34.9375,203.312,-0.192566,-0.2854,0.106384,-0.9328
-77.875,-72.625,-71.3125,9.4,4.77,12.89,-5,-18.75,-26.0625,6.5,35.75,204.188,-0.199402,-0.290466,0.112,-0.929138
-90.0625,-100.562,-91.875,10.05,4.58,12.36,-6.0625,-15.75,-28.5625,6.8125,36.8125,205.312,-0.207886,-0.297729,0.118469,-0.924194
-101.438,-118.562,-110,10.96,4.44,11.85,-6.0625,-15.75,-28.5625,7.0625,38.0625,206.625,-0.217773,-0.306213,0.125732,-0.918152
-109.375,-127.812,-125.188,12.85,4.34,10.85,-6.0625,-15.75,-28.5625,7.3125,39.4375,208.188,-0.228943,-0.31543,0.133301,-0.911255
-112.188,-131.062,-137.5,13.21,4.37,10.03,-6.0625,-15.75,-28.5625,7.4375,40.875,209.812,-0.240967,-0.324829,0.140747,-0.903625
-107.312,-129.375,-150.438,13.47,4.42,9.69,-6.0625,-15.75,-28.5625,7.3125,42.3125,211.625,-0.253845,-0.334229,0.147461,-0.89563
-97.8125,-125.688,-166.562,14.33,4.35,10.69,-6.6875,-15.0625,-29,6.875,43.75,213.562,-0.267578,-0.343689,0.152771,-0.887085
-90.5,-121.438,-182.75,14.7,4.41,11.29,-6.6875,-15.0625,-29,6.1875,45.0625,215.625,-0.282288,-0.353027,0.156982,-0.878113
-88,-118.188,-196.75,14.99,4.46,11.85,-6.6875,-15.0625,-29,5.1875,46.4375,217.812,-0.297852,-0.362244,0.160461,-0.86853
-90.625,-115.875,-208.062,15.3,4.42,12.15,-6.6875,-15.0625,-29,4,47.6875,220.188,-0.31427,-0.371155,0.163635,-0.858337
-97,-113.188,-217.375,15.67,4.4,12.11,-6.6875,-15.0625,-29,2.6875,48.9375,222.688,-0.331421,-0.3797,0.166809,-0.847412
-102.562,-106,-225.5,15.6,4.43,11.9,-7.0625,-13.5625,-28.5625,1.125,50,225.312,-0.349243,-0.387512,0.1698,-0.83606
