Gyro_x,Gyro_y,Gyro_z,Acc_x,Acc_y,Acc_z,Euler_x,Euler_y,Euler_z,Quat_0,Quat_1,Quat_2,Quat_3
-12.5,-123.062,-34.8125,-0.47,-3.45,10.05,14,14.3125,79.0625,-0.75708,0.179016,0.0282593,0.627686
-13.75,-118.25,-36.9375,-0.6,-3.23,9.56,14.125,15.5,79.3125,-0.754456,0.18573,0.0354004,0.62854
-12.6875,-112.812,-40.1875,-0.62,-3.11,9.28,14.1875,16.625,79.5625,-0.754456,0.18573,0.0354004,0.62854
-9.4375,-105.688,-45.0625,-0.59,-2.98,9.01,14.25,17.75,79.875,-0.751587,0.191772,0.0423584,0.629761
-3.875,-97.0625,-50.1875,-0.38,-2.64,8.48,14.1875,18.75,80.25,-0.745178,0.201294,0.0557251,0.633301
2.875,-87.625,-54.875,-0.21,-2.44,8.23,14.0625,19.75,80.6875,-0.741821,0.204468,0.0621338,0.63562
10.6875,-77.3125,-58.8125,-0.03,-2.27,8.09,13.8125,20.5625,81.125,-0.741821,0.204468,0.0621338,0.638245
19,-64.875,-61.5,0.23,-2.12,8.15,13.5,21.3125,81.625,-0.738464,0.206421,0.0682983,0.638245
25.625,-49.0625,-62.125,1.32,-1.89,8.47,13.0625,21.9375,82.125,-0.735291,0.207092,0.0738525,0.641113
29.625,-28.9375,-59.0625,1.87,-1.85,8.53,12.0625,22.3125,82.625,-0.730103,0.204529,0.0812378,0.646912
31,-6.5,-51.25,2.12,-1.84,8.65,12.0625,22.5,83.0625,-0.728577,0.201538,0.0826416,0.649414
30.6875,15.75,-39.6875,2.1,-1.8,8.75,11.625,22.4375,83.375,-0.727844,0.197693,0.0825195,0.651428
28.5625,34.625,-26.5,1.73,-1.72,9.12,11.1875,22.1875,83.625,-0.727844,0.197693,0.0825195,0.651428
24.5,49.25,-13.6875,1.39,-1.63,9.43,10.875,21.6875,83.75,-0.727783,0.193359,0.0810547,0.652954
18,60,-2.875,0.92,-1.59,9.73,10.625,21.125,83.8125,-0.729126,0.184631,0.074646,0.654724
8.5,67.9375,4.0625,0.41,-1.54,9.83,10.5,20.5,83.8125,-0.729919,0.180786,0.0698853,0.655518
-2.3125,73.625,6.1875,-0.44,-1.52,9.94,10.5,19.8125,83.8125,-0.729919,0.180786,0.0698853,0.655518
-12.8125,78.375,3.75,-0.61,-1.64,9.82,10.625,19.0625,83.875,-0.730347,0.177246,0.06427,0.656494
-20.8125,82.9375,-1.3125,-0.57,-1.8,9.71,10.75,18.25,84,-0.730408,0.173889,0.0580444,0.657959
-25.875,88.5,-6.3125,-0.34,-2.12,9.1,11.125,16.5,84.1875,-0.729492,0.16687,0.0438843,0.661865
-27.5,96,-10.0625,-0.41,-2.32,8.73,11.125,16.5,84.375,-0.729492,0.162476,0.0362549,0.664062
-24.6875,104.375,-11.5625,-0.51,-2.55,8.36,11.25,15.5625,84.625,-0.728394,0.157349,0.0286865,0.66626
-16.8125,109.812,-10.3125,-0.65,-2.74,8.16,11.375,14.5,84.875,-0.728394,0.157349,0.0286865,0.66626
-5.625,110.188,-6,-1.17,-2.71,8.3,11.3125,13.5,85.0625,-0.72821,0.151428,0.0216675,0.668091
5.125,107,-0.5625,-1.52,-2.63,8.63,11.25,12.5,85.125,-0.728394,0.138489,0.00964355,0.67041
12.125,103.625,4.125,-2.08,-2.5,8.77,10.9375,11.5,85.1875,-0.729492,0.131714,0.00408936,0.671204
15.3125,102.75,5.8125,-2.77,-2.46,8.75,10.9375,10.5,85.1875,-0.729492,0.131714,0.00408936,0.671204
16.625,103.25,4.0625,-3.78,-2.64,8.28,10.75,9.5,85.25,-0.729919,0.124817,-0.00134277,0.672058
19.625,103.188,0.625,-4.02,-2.81,7.92,10.5,8.5,85.3125,-0.730103,0.117737,-0.00665283,0.673096
25.6875,99.875,-0.5,-4.04,-2.95,7.64,9.875,7.5625,85.375,-0.730652,0.10321,-0.0150146,0.674744
33.6875,91.0625,2.75,-4.03,-2.97,7.61,9.875,6.6875,85.4375,-0.730652,0.0961304,-0.0177002,0.674805
41.0625,79.4375,10.875,-4.12,-2.7,8.09,9.5,5.9375,85.375,-0.732971,0.0893555,-0.0195312,0.674072
45.1875,68.75,21.875,-4.26,-2.43,8.72,9.0625,5.25,85.1875,-0.732971,0.0893555,-0.0195312,0.674072
44.25,60,33.9375,-4.63,-2.16,9.57,8.625,4.625,84.875,-0.735168,0.0831299,-0.0209961,0.672485
36.6875,55.0625,45.4375,-5.94,-2.01,10.48,8.3125,4,84.4375,-0.737854,0.0731201,-0.0249634,0.666992
23.1875,52.5,55.1875,-6.75,-2.09,10.39,8.125,3.4375,83.9375,-0.741028,0.0698242,-0.027832,0.663391
8.4375,46.9375,62.3125,-7.46,-2.18,10.27,8.0625,2.875,83.375,-0.744507,0.0698242,-0.027832,0.663391
-4.3125,35.3125,67.5625,-8.06,-2.27,10.25,8.125,2.5,82.75,-0.748169,0.0679932,-0.0307007,0.659302
-15.0625,18.5625,71.75,-8.42,-2.39,9.91,8.3125,2.1875,82.0625,-0.752014,0.067688,-0.0331421,0.654846
-24.1875,-2.1875,75.9375,-8.24,-2.38,9.9,8.5625,2.125,81.3125,-0.760376,0.0723877,-0.0353394,0.644409
-32.3125,-26.0625,81.8125,-8.01,-2.31,9.99,8.9375,2.25,80.5,-0.760376,0.0723877,-0.0350952,0.638306
-39.8125,-46.1875,89.125,-7.88,-2.19,10.02,9.375,2.5625,79.625,-0.770203,0.0830078,-0.0344849,0.63147
-46.625,-57.5625,97,-7.5,-2.04,9.55,9.875,2.9375,78.6875,-0.770203,0.0830078,-0.0344849,0.63147
-50.8125,-60.8125,104.75,-7.3,-2.03,9.25,10.4375,3.3125,77.625,-0.775513,0.0892944,-0.0339966,0.624023
-52.0625,-59.125,112.125,-7.09,-2.08,8.91,11,3.6875,76.5,-0.781189,0.095459,-0.0336914,0.607483
-49.9375,-55.3125,120.312,-6.77,-2.13,8.55,11.5625,4,75.3125,-0.793457,0.106506,-0.0336914,0.598267
-45,-50.625,129.375,-5.98,-2.19,8.59,12.0625,4.1875,74,-0.793457,0.106506,-0.0336914,0.598267
-38.6875,-45.3125,140.375,-5.69,-2.21,8.68,12.5625,4.375,72.625,-0.800293,0.111023,-0.0338745,0.588318
-33.3125,-39,152.438,-5.51,-2.17,8.67,13,4.375,71.125,-0.807556,0.114746,-0.0343018,0.577454
-29,-32.4375,164.562,-5.14,-2.1,8.76,13.4375,4.3125,69.5,-0.815369,0.120239,-0.0362549,0.553345
-24.875,-25.625,174.938,-4.9,-2.1,8.82,13.75,4.1875,67.75,-0.823425,0.120239,-0.0379028,0.540283
-21.4375,-17.125,183.625,-4.62,-2.07,8.89,14.125,3.9375,66,-0.831726,0.122925,-0.0401611,0.526672
-17.9375,-7.5,190.875,-4.33,-2.06,8.98,14.4375,3.5,64.125,-0.84021,0.122925,-0.0401611,0.526672
-15.0625,3.625,196.375,-3.82,-1.99,8.98,14.6875,3,62.25,-0.848633,0.123169,-0.0431519,0.512634
-11.75,16.625,200.625,-3.52,-2.01,8.98,14.875,2.375,60.3125,-0.856995,0.122498,-0.0514526,0.483765
-7.4375,29.75,204.062,-3.25,-2.02,9.05,15,1.5625,58.375,-0.865295,0.120972,-0.0567627,0.468933
-2.6875,42.0625,207.125,-2.95,-2.01,9.12,15.0625,0.625,56.4375,-0.873413,0.11853,-0.0567627,0.468933
2.375,51.9375,210,-2.49,-2,9.24,15.0625,-0.3125,54.4375,-0.881348,0.115295,-0.0626221,0.453918
8.1875,60.8125,212.125,-2.32,-1.97,9.39,14.9375,-1.375,52.5,-0.889099,0.111206,-0.0688477,0.43866
14.4375,69.625,212.375,-2.16,-1.96,9.45,14.75,-2.5625,50.5,-0.896545,0.100525,-0.0827026,0.408203
20.6875,79.1875,210.812,-1.9,-1.95,9.29,14.4375,-3.8125,48.5625,-0.903564,0.0938721,-0.0901489,0.39325
28.1875,87.8125,207.312,-1.29,-1.93,8.87,14,-5.125,46.6875,-0.910156,0.0863037,-0.0976562,0.378601
37.8125,93.4375,203.125,-0.94,-1.75,9.06,13.5,-6.5,44.875,-0.916321,0.0863037,-0.0976562,0.378601
47.5625,96.375,198.688,-0.57,-1.51,9.39,12.8125,-7.875,43.0625,-0.922058,0.0778809,-0.105042,0.364258
54.1875,99.5625,193.5,-0.12,-1.24,9.68,12.0625,-9.1875,41.375,-0.927368,0.0595093,-0.119934,0.336609
57.3125,104,187.438,0.75,-0.91,10.06,11.1875,-10.5625,39.6875,-0.932068,0.0499878,-0.127808,0.323425
57.5625,109.562,181.062,1.21,-0.89,10.35,10.375,-11.9375,38.0625,-0.936218,0.0499878,-0.127808,0.323425
55.75,115.438,174.688,1.71,-0.94,10.54,9.5,-13.3125,36.5625,-0.939819,0.0405273,-0.136108,0.310669
52.625,120,169.188,2.56,-1.16,10.75,8.625,-14.6875,35.0625,-0.942932,0.03125,-0.144836,0.298218
49.875,121.938,165.188,2.9,-1.29,11.01,7.75,-16.125,33.625,-0.945557,0.0221558,-0.162476,0.273804
48.125,120.938,162.375,3.06,-1.36,11.28,6.875,-17.4375,32.1875,-0.947876,0.0133057,-0.170959,0.261719
46.8125,117.812,159.625,3.02,-1.41,11.64,5.9375,-18.75,30.75,-0.94989,0.00463867,-0.178894,0.249939
45.8125,110.688,155.188,2.65,-1.58,12.31,5,-20,29.375,-0.951599,-0.00372314,-0.178894,0.249939
41.875,78.25,136.688,2.62,-1.6,12.58,4.125,-20.875,28.1875,-0.953186,-0.0108032,-0.184204,0.239563
41.875,78.25,136.688,2.67,-1.56,12.81,3.1875,-21.6875,26.9375,-0.95459,-0.0178833,-0.189514,0.219727
38.125,53.125,122.688,2.9,-1.49,13.05,2.375,-22.25,25.875,-0.955994,-0.0287476,-0.194092,0.211609
31.9375,25.4375,106.438,3.47,-1.24,13.29,1.625,-22.5625,24.875,-0.957458,-0.0287476,-0.194092,0.211609
23.125,-2.5,88.25,4.01,-1.12,13.12,1.0625,-22.5625,24.0625,-0.958984,-0.0320435,-0.193298,0.204834
1.4375,-52.375,52.25,4.62,-1.04,12.82,0.875,-22.0625,23.5625,-0.960754,-0.0321045,-0.188843,0.200745
1.4375,-52.375,52.25,5.29,-0.94,12.67,0.625,-21.5625,23.0625,-0.962402,-0.0308228,-0.17865,0.193726
-9,-72.125,36.9375,6.53,-0.84,12.51,0.5625,-20.875,22.6875,-0.964172,-0.0308228,-0.171631,0.192505
-29.5,-91.5625,12.4375,6.78,-0.98,12.41,0.8125,-19.9375,22.5,-0.96582,-0.0270996,-0.164734,0.192017
-35.875,-91.125,1.8125,6.77,-1.23,12.14,1.125,-19.0625,22.4375,-0.967224,-0.0227051,-0.164734,0.192017
-36.375,-86.375,-9.1875,6.21,-2.01,11.44,1.5,-18.25,22.4375,-0.968262,-0.0181885,-0.158325,0.192444
-31.0625,-78.3125,-22.0625,5.61,-2.43,11.22,1.875,-17.5,22.625,-0.968994,-0.0140991,-0.152405,0.196838
-21.125,-69.1875,-37.5625,4.81,-2.82,11.09,2.1875,-16.8125,22.9375,-0.969299,-0.0107422,-0.142334,0.201416
-8.6875,-61.25,-57.0625,3.9,-3.15,11.01,2.4375,-16.1875,23.4375,-0.969055,-0.00830078,-0.142334,0.201416
4.625,-56.0625,-81,2.02,-3.37,10.89,2.625,-15.625,24.25,-0.968323,-0.0067749,-0.137695,0.20813
18.4375,-53.375,-108.188,1.4,-3.37,10.84,2.6875,-15.0625,25.3125,-0.96698,-0.00604248,-0.133057,0.217224
32.25,-53.125,-135.688,1.02,-3.35,10.67,2.75,-14.4375,26.625,-0.965027,-0.00622559,-0.122803,0.242249
45.125,-56.0625,-160.625,0.76,-3.26,10.59,2.6875,-13.875,28.25,-0.962402,-0.00708008,-0.122803,0.257629
55.4375,-62,-181.438,0.68,-2.85,11.11,2.5625,-13.1875,30.0625,-0.959106,-0.00842285,-0.109863,0.27417
60.125,-69.6875,-196.938,0.81,-2.59,11.58,2.375,-12.375,32,-0.955322,-0.00982666,-0.109863,0.27417
59.0625,-75.75,-207.625,1.06,-2.36,11.96,2.25,-11.5625,34.0625,-0.950989,-0.0109253,-0.102539,0.291443
54.0625,-79.5,-213.312,1.31,-2.23,12.17,2.125,-10.75,36.125,-0.946228,-0.0114746,-0.0950317,0.326721
47.1875,-81.875,-215.312,1.21,-2.35,12.56,2.0625,-9.875,38.25,-0.940979,-0.0113525,-0.0874023,0.344238
39.375,-85,-216.75,0.71,-2.54,12.78,2,-9,40.375,-0.935425,-0.0105591,-0.0797729,0.344238
30.8125,-90.1875,-219.875,0.09,-2.64,13.26,2,-8,42.5,-0.929443,-0.0088501,-0.0719604,0.361816
20.0625,-97,-225.375,-0.73,-3.05,14.49,2.125,-7,44.6875,-0.922913,-0.00610352,-0.0638428,0.379639
8.5,-102.188,-232.562,-0.89,-3.43,14.89,2.3125,-5.9375,46.9375,-0.915771,-0.0022583,-0.0478516,0.41626
-1.0625,-102.375,-240,-1.05,-3.95,15.21,2.5,-4.8125,49.25,-0.90802,0.00238037,-0.0478516,0.435059
-5.3125,-96.8125,-247.25,-1.22,-4.59,15.33,2.75,-3.8125,51.625,-0.899475,0.00720215,-0.0338745,0.454224
-1.6875,-87,-254.625,-2.19,-5.92,14.78,2.875,-2.8125,54.0625,-0.890198,0.0114136,-0.0338745,0.454224
11.5,-75.9375,-263.125,-2.83,-6.49,14.47,2.875,-1.9375,56.5625,-0.880066,0.0142212,-0.0274658,0.473816
32.4375,-65.75,-272.688,-3.32,-6.97,14.25,2.625,-1.1875,59.1875,-0.86908,0.0150757,-0.0209351,0.493958
58.375,-57.75,-281.5,-3.6,-7.26,14.06,2.125,-0.5,61.9375,-0.857239,0.0136719,-0.00592041,0.535278
87.25,-53.125,-288.562,-3.95,-7.37,13.56,1.3125,0,64.6875,-0.844604,0.0100098,-0.00592041,0.535278
117.625,-50.5,-293.812,-3.97,-7.32,13.37,0.125,0.5625,67.5625,-0.831116,0.00402832,0.0032959,0.55603
148.25,-47,-296.875,-4,-7.26,13.22,-1.25,0.9375,70.375,-0.816895,-0.00427246,0.0136108,0.576599
178.875,-41.3125,-299.375,-4.33,-7.1,12.87,-3.0625,1.25,73.3125,-0.80188,-0.0148926,0.0250854,0.616516
208.812,-36.1875,-301.062,-4.76,-6.36,12.65,-5.125,1.375,76.1875,-0.78595,-0.027832,0.0376587,0.635498
235.625,-32.375,-301.062,-4.67,-5.95,12.77,-7.5,1.375,79.0625,-0.769226,-0.0427246,0.0513306,0.635498
257.188,-30.25,-297.938,-4.7,-5.46,12.74,-10.0625,1.25,81.9375,-0.75177,-0.059082,0.06604,0.653442
273.188,-32.5625,-292.75,-5.25,-4.49,12.51,-12.75,1,84.8125,-0.733643,-0.0762329,0.081665,0.670288
283.438,-38.625,-288.688,-5.6,-4.03,12.23,-15.5625,0.625,87.625,-0.714783,-0.0935669,0.0982056,0.686096
289.125,-45.9375,-285.375,-5.74,-3.59,11.71,-18.375,0.25,90.4375,-0.695129,-0.110657,0.115417,0.7146
292.562,-54.0625,-281.625,-5.65,-3.22,11.1,-21.1875,-0.125,93.25,-0.674805,-0.127258,0.133179,0.7146
293.812,-63.6875,-275.438,-4.92,-2.5,10.12,-24,-0.5625,96.0625,-0.653931,-0.143188,0.151489,0.727295
291.688,-73.625,-265.688,-4.48,-2.17,9.84,-26.8125,-1,98.8125,-0.632751,-0.158081,0.170166,0.738708
285.562,-81.5,-253.312,-4.22,-1.81,9.48,-29.5,-1.5,101.5,-0.611633,-0.171814,0.188843,0.748779
276.875,-86,-240.375,-4.14,-1.47,8.98,-32.125,-1.9375,104.062,-0.590759,-0.184448,0.207214,0.765381
267.688,-86.875,-228.5,-4.25,-0.83,7.91,-34.625,-2.5,106.625,-0.57019,-0.196106,0.225037,0.765381
258.375,-85.5,-218.375,-4.43,-0.58,7.42,-37,-3.0625,109.062,-0.549927,-0.207092,0.242126,0.772095
249.562,-82.6875,-211.062,-4.71,-0.31,6.92,-39.3125,-3.6875,111.438,-0.529846,-0.217529,0.258423,0.777893
241.312,-78.625,-205.25,-5,-0.05,6.41,-41.5,-4.375,113.812,-0.51001,-0.227539,0.273926,0.782959
234.062,-74.25,-200,-5.21,0.48,5.51,-43.625,-5.1875,116.125,-0.490417,-0.237305,0.288696,0.787292
227.562,-70.3125,-193.75,-5.12,0.74,5.24,-45.625,-6,118.438,-0.471069,-0.246643,0.302734,0.790955
220.25,-67.25,-184.812,-5.03,0.97,4.97,-47.5625,-6.875,120.625,-0.452271,-0.255615,0.316162,0.793823
211.812,-64.5,-173.938,-5.12,1.19,4.84,-49.4375,-7.6875,122.75,-0.434204,-0.263916,0.328979,0.795959
201.75,-61.5,-162.062,-5.43,1.51,4.38,-51.1875,-8.5,124.75,-0.416992,-0.271606,0.341125,0.797485
190.812,-58.5625,-149.438,-5.61,1.63,4.1,-52.8125,-9.3125,126.688,-0.400757,-0.278625,0.352539,0.798401
179.5,-54.5625,-136,-5.8,1.79,3.82,-54.3125,-10.0625,128.438,-0.385681,-0.285034,0.36322,0.798828
168.375,-49.5,-121.562,-6.01,2.03,3.35,-55.75,-10.75,130.062,-0.371826,-0.290894,0.37323,0.798645
156.438,-44.3125,-105.688,-6.15,2.2,3.26,-57.125,-11.375,131.5,-0.359436,-0.296082,0.382507,0.798035
142.812,-40.3125,-89.0625,-6.52,2.37,3.25,-58.3125,-11.875,132.75,-0.348511,-0.300537,0.391113,0.797058
126.5,-37.5,-73.625,-7.06,2.55,3.29,-59.375,-12.3125,133.812,-0.33905,-0.304138,0.398804,0.795898
107.562,-35.625,-60.25,-8.32,2.93,3.24,-60.3125,-12.625,134.75,-0.330994,-0.306824,0.405518,0.794861
87.125,-34,-49.8125,-8.85,3.07,3.21,-61,-12.875,135.562,-0.324219,-0.308716,0.411011,0.794128
65.4375,-31.4375,-41.25,-9.2,3.22,3.15,-61.5625,-13.125,136.25,-0.318665,-0.309814,0.415161,0.793823
43.8125,-26.75,-33.9375,-9.53,3.33,2.96,-61.875,-13.25,136.75,-0.31427,-0.310364,0.417908,0.793884
24.5625,-20.25,-26.375,-10.03,3.46,2.15,-62.0625,-13.375,137.188,-0.311157,-0.310608,0.419434,0.79425
8.375,-12.25,-18.25,-10.15,3.51,1.96,-62.125,-13.5,137.438,-0.309265,-0.310608,0.4198,0.794739
-5.6875,-2.3125,-8.125,-10.31,3.58,1.8,-62,-13.5625,137.5,-0.308777,-0.310608,0.41925,0.795227
-19.4375,7.5625,3.5,-10.36,3.73,1.71,-61.875,-13.5625,137.438,-0.309814,-0.310486,0.417847,0.795593
-34.125,15.75,16.8125,-10.42,3.8,1.81,-61.5625,-13.5,137.125,-0.312378,-0.310059,0.415588,0.795959
-50.0625,22.125,31.125,-10.47,3.79,2.12,-61.1875,-13.3125,136.625,-0.316589,-0.309143,0.412476,0.796326
-68.5625,30.5625,45.5,-10.62,3.8,2.54,-60.625,-13.125,135.875,-0.32251,-0.307739,0.408203,0.796631
-90.0625,41.875,58.625,-11,3.77,3.12,-59.875,-12.8125,134.938,-0.3302,-0.306091,0.402527,0.797058
-112.562,57.0625,70.625,-10.98,3.74,3.36,-59,-12.5,133.812,-0.339783,-0.304382,0.395142,0.797363
-134.438,76.75,82.1875,-10.75,3.67,3.69,-57.9375,-12.1875,132.438,-0.351318,-0.302917,0.385925,0.797424
-156.625,100.188,95.625,-10.28,3.61,4.35,-56.6875,-11.9375,130.75,-0.36499,-0.301819,0.374817,0.796997
-181.188,125.625,113.562,-9.18,3.24,6.04,-55.25,-11.6875,128.812,-0.381104,-0.301025,0.361572,0.795837
-208.75,151.25,136.062,-8.86,2.91,6.83,-53.625,-11.5,126.5,-0.400085,-0.300232,0.346008,0.793762
-236.812,176.188,161.562,-8.84,2.69,7.62,-51.8125,-11.3125,123.812,-0.421875,-0.299194,0.328125,0.790466
-263.938,201.5,188.188,-8.87,2.51,8.21,-49.8125,-11.125,120.75,-0.446472,-0.297913,0.307922,0.785583
-287.75,225.625,214.75,-9.35,1.96,9.32,-47.625,-11,117.375,-0.473572,-0.296265,0.285522,0.778748
-308.438,248.062,240,-9.72,1.58,9.97,-45.25,-10.9375,113.688,-0.502625,-0.294189,0.261108,0.769775
-326.125,268.812,263.062,-10.25,1.05,10.45,-42.8125,-11.0625,109.75,-0.533325,-0.291809,0.234863,0.758484
-339.625,285.5,283.5,-11,0.32,10.75,-40.3125,-11.3125,105.625,-0.564941,-0.288879,0.20697,0.74469
-347.938,295.5,300.375,-12.54,-1.42,11.39,-37.75,-11.6875,101.312,-0.596863,-0.285278,0.178162,0.728455
-350.875,299.312,314.25,-13.28,-2.31,11.7,-35.25,-12.1875,96.9375,-0.628479,-0.280945,0.148865,0.709839
-347.75,296.062,327.062,-13.65,-3.2,11.98,-32.8125,-12.8125,92.5,-0.659302,-0.275818,0.119934,0.689087
-339.375,285.75,341.812,-13.65,-4.54,13.25,-30.5625,-13.4375,88,-0.68927,-0.269836,0.0921021,0.666077
-328.438,272.312,359.625,-13.51,-4.92,14.38,-28.4375,-14,83.4375,-0.718323,-0.262939,0.065918,0.640747
-318.875,260.188,378.938,-13.53,-5.3,15.09,-26.4375,-14.5,78.75,-0.746521,-0.255249,0.0412598,0.613098
-309.625,249.625,396.438,-13.71,-5.8,15.16,-24.625,-15.0625,74,-0.773682,-0.247009,0.0180054,0.58313
-297.438,241,410,-14.21,-7.05,14.81,-23,-15.5625,69.125,-0.799561,-0.238525,-0.00384521,0.551147
-280,238.875,417.062,-14.15,-7.75,14.57,-21.625,-16.1875,64.25,-0.823669,-0.230652,-0.0245972,0.517517
-256.875,242.5,420.312,-14.13,-8.44,14.32,-20.5,-16.9375,59.375,-0.845642,-0.223999,-0.0444336,0.482483
-231.75,243.562,422.625,-14.22,-8.98,14.55,-19.75,-17.6875,54.5625,-0.865417,-0.21875,-0.0632324,0.44635
-208.438,240.062,423.312,-14.6,-9.52,15.54,-19.25,-18.5,49.75,-0.883057,-0.2146,-0.0807495,0.409424
-189.625,234.5,420.125,-14.94,-9.67,15.75,-19,-19.3125,45,-0.89856,-0.211243,-0.0971069,0.372192
-173.625,226.562,411.938,-15,-9.81,15.66,-18.9375,-20.125,40.3125,-0.911926,-0.208374,-0.112305,0.335205
-158.562,218.625,400.438,-14.85,-9.94,15.51,-19,-20.875,35.8125,-0.923218,-0.205933,-0.126465,0.298706
-143.25,215.188,387.188,-13.65,-9.95,14.72,-19.25,-21.625,31.5,-0.932495,-0.204163,-0.140015,0.263062
-127.188,216.688,374.5,-12.78,-9.9,14.18,-19.6875,-22.375,27.25,-0.939758,-0.203247,-0.153381,0.228149
-110.5,222.188,362.188,-12.05,-9.89,13.82,-20.3125,-23.1875,23.1875,-0.945068,-0.203308,-0.166809,0.194031
-94.625,231.375,349.938,-11.57,-9.71,13.2,-21.125,-24.0625,19.1875,-0.948547,-0.204346,-0.180664,0.160706
-80.3125,239.5,334.875,-11.45,-9.38,13.18,-22.125,-25.0625,15.375,-0.950256,-0.206177,-0.195068,0.128418
-68.5625,242.125,316.688,-11.23,-8.98,13.65,-23.25,-26,11.6875,-0.950317,-0.208374,-0.209595,0.0975952
-62.875,238.625,296.188,-10.76,-8.56,14.2,-24.4375,-26.9375,8.25,-0.949158,-0.210449,-0.223938,0.0684814
-63.25,232,274.688,-9.46,-7.66,14.57,-25.5625,-27.875,4.9375,-0.947021,-0.211792,-0.237915,0.0410767
-66.1875,224.312,253.438,-8.73,-7.35,14.41,-26.625,-28.75,1.875,-0.944153,-0.21228,-0.251465,0.0154419
-68.625,216.188,232.5,-8.02,-7.11,14.11,-27.625,-29.5625,358.938,-0.940796,-0.211914,-0.264526,-0.00842285
-69.5,208.188,213.188,-7.43,-6.81,13.81,-28.5,-30.375,356.25,-0.93689,-0.210938,-0.2771,-0.0306396
-69.25,201.812,194.438,-6.5,-6.02,13.1,-29.375,-31.1875,353.688,-0.932617,-0.209412,-0.289368,-0.0512085
-67.6875,196.375,176.562,-5.98,-5.55,12.75,-30.25,-32,351.312,-0.92804,-0.20752,-0.301331,-0.0702515
-65.5,190.5,160.438,-5.35,-5.11,12.46,-31.0625,-32.75,349.125,-0.923157,-0.205261,-0.312988,-0.0878296
-63.8125,186.562,147.625,-4.72,-4.63,12.27,-31.875,-33.5625,347,-0.91803,-0.202759,-0.324402,-0.104187
-62.5,185.625,137.812,-3.78,-3.74,11.75,-32.625,-34.375,345,-0.912598,-0.200012,-0.335815,-0.119751
-61.6875,187.188,130.062,-3.5,-3.36,11.49,-33.5,-35.1875,343.062,-0.90686,-0.197021,-0.347351,-0.134705
-61.25,189.688,124.25,-3.17,-3.04,11.22,-34.3125,-36.0625,341.188,-0.900696,-0.193787,-0.35907,-0.149109
-61.375,190.625,120.688,-2.78,-2.27,10.93,-35.25,-36.875,339.25,-0.894226,-0.190308,-0.370728,-0.163269
-63,188,118.562,-2.7,-1.86,10.97,-36.125,-37.6875,337.375,-0.887573,-0.186646,-0.38208,-0.177185
-66.6875,182.938,117,-2.71,-1.45,10.98,-37.0625,-38.4375,335.5,-0.880798,-0.182678,-0.392883,-0.190979
-73.25,174.938,115.438,-2.63,-1.03,10.99,-37.875,-39.125,333.625,-0.874084,-0.178223,-0.402893,-0.204651
-81.6875,164.188,113.062,-2.41,-0.26,10.85,-38.625,-39.6875,331.75,-0.867615,-0.173157,-0.411804,-0.218201
-91.25,152.938,109.688,-2.22,0.03,10.57,-39.1875,-40.1875,329.875,-0.861511,-0.167419,-0.419678,-0.231628
-100.125,141.125,105.438,-2,0.32,10.27,-39.625,-40.5625,328.062,-0.855713,-0.161072,-0.426453,-0.244812
-107.25,129.625,101.312,-1.63,0.56,10.02,-39.9375,-40.9375,326.25,-0.850281,-0.154297,-0.432129,-0.257751
-113.75,118.688,98,-0.71,1.1,9.64,-40.125,-41.1875,324.5,-0.845215,-0.147095,-0.43689,-0.270447
-119.188,110.188,95.9375,-0.39,1.4,9.37,-40.1875,-41.375,322.75,-0.840332,-0.139587,-0.440796,-0.28302
-123.312,103.5,95.625,-0.15,1.71,9.11,-40.1875,-41.5625,321,-0.83551,-0.131897,-0.44397,-0.295593
-125.062,98.125,95.5625,-0.01,1.97,8.79,-40.125,-41.6875,319.25,-0.83075,-0.124207,-0.446655,-0.308105
-124.125,94.0625,95.1875,-0.01,2.41,8.13,-40.125,-41.8125,317.562,-0.825928,-0.116638,-0.448975,-0.320374
-120.562,91.9375,93.125,-0.18,2.61,7.88,-40.0625,-41.875,315.875,-0.821045,-0.109253,-0.451172,-0.332336
-114.312,90.5625,88.8125,-0.26,2.77,7.67,-40.0625,-42,314.312,-0.81604,-0.102112,-0.453369,-0.343628
-106.312,88.5625,83.375,-0.25,3.08,7.85,-40.125,-42.125,312.812,-0.811035,-0.0953979,-0.455627,-0.354187
-99.1875,81.25,78.875,-0.06,3.32,8.21,-40.125,-42.25,311.375,-0.806335,-0.0892334,-0.457581,-0.364075
-96,68.6875,76.0625,0.19,3.6,8.55,-40.125,-42.3125,310,-0.802002,-0.0834961,-0.458679,-0.373413
-96.8125,54.6875,74.625,0.41,3.95,8.86,-40,-42.25,308.75,-0.798157,-0.078125,-0.458801,-0.382629
-101.125,41.6875,73,0.75,4.58,9.2,-39.75,-42.0625,307.5,-0.7948,-0.0727539,-0.457825,-0.391724
-107.625,29.6875,70.5,0.93,4.84,9.28,-39.3125,-41.875,306.312,-0.791931,-0.0672607,-0.455811,-0.400757
-114.75,20.25,66.875,1.11,5.03,9.27,-38.75,-41.625,305.125,-0.78949,-0.0614624,-0.452881,-0.409729
-120.562,13.75,61.875,1.21,5.17,9.14,-38.0625,-41.375,304,-0.787354,-0.0552979,-0.44928,-0.418518
