Gyro_x,Gyro_y,Gyro_z,Acc_x,Acc_y,Acc_z,Euler_x,Euler_y,Euler_z,Quat_0,Quat_1,Quat_2,Quat_3
219.5,-28.5,83.125,-0.61,2.2,5.7,-3.5625,-8.8125,137.125,-0.36377,-0.0828857,0.000732422,0.927795
219.25,-22.125,81.375,-0.79,2.37,5.33,-5.75,-8.5625,136.562,-0.368286,-0.0881958,0.0187988,0.925354
217,-17.5625,77.75,-0.92,2.52,5.18,-7.9375,-8.3125,136.062,-0.372192,-0.0935059,0.036438,0.922729
213.188,-14.875,71.4375,-1.01,2.72,5.18,-7.9375,-8.3125,136.062,-0.372192,-0.0935059,0.036438,0.922729
209.062,-12.5,63.875,-0.51,3.2,4.68,-10.0625,-8.125,135.562,-0.375366,-0.098877,0.0536499,0.920044
204.812,-10.75,57.3125,-0.12,3.44,4.05,-14.125,-7.6875,134.812,-0.380249,-0.10968,0.0866089,0.914246
200.562,-8.4375,52.875,0.09,3.67,3.84,-16.0625,-7.5,134.438,-0.382202,-0.115112,0.102417,0.911133
196.125,-6.5625,49.875,0.07,3.9,3.54,-17.9375,-7.3125,134.125,-0.383789,-0.1203,0.117737,0.907959
190.625,-6.6875,46.3125,0.11,4.26,3.54,-17.9375,-7.3125,134.125,-0.383789,-0.1203,0.117737,0.907959
183.438,-7.5,41.3125,0.16,4.41,3.39,-19.75,-7.125,133.875,-0.384949,-0.125244,0.132507,0.904724
174.562,-9.3125,35.4375,0.24,4.56,3.14,-23.125,-6.75,133.5,-0.385864,-0.133972,0.159668,0.898743
164.562,-11.25,28.1875,0.33,4.73,1.93,-24.625,-6.5,133.438,-0.385376,-0.137634,0.172119,0.896057
155,-14.5,19.75,0.29,4.94,1.57,-26.0625,-6.3125,133.438,-0.384155,-0.140808,0.183838,0.893738
145.625,-18.0625,10.125,0.27,4.94,1.57,-26.0625,-6.3125,133.438,-0.384155,-0.140808,0.183838,0.893738
136.562,-21.125,0.125,0.46,4.97,1.22,-27.375,-6.125,133.562,-0.382141,-0.143677,0.194824,0.891846
128.125,-24.125,-9.4375,0.58,5.11,0.92,-29.6875,-5.8125,134.125,-0.37616,-0.148254,0.214722,0.889038
119.25,-26.25,-18.1875,1.12,5.59,0.36,-30.75,-5.75,134.5,-0.372375,-0.150085,0.22345,0.888184
109.125,-27.6875,-25.3125,1.65,5.77,0.28,-31.625,-5.625,134.875,-0.368469,-0.15155,0.231323,0.887573
97.6875,-28.875,-28,2.26,5.92,0.28,-31.625,-5.625,134.875,-0.368469,-0.15155,0.231323,0.887573
84.6875,-29.6875,-25.0625,3.31,5.87,0.49,-32.4375,-5.5,135.25,-0.364929,-0.152466,0.238281,0.887024
68.5625,-30.3125,-16.9375,3.48,5.84,0.75,-33.5,-5.125,135.688,-0.360413,-0.151917,0.248657,0.886108
48.8125,-30.8125,-5.8125,3.45,5.7,1.11,-33.75,-4.875,135.75,-0.359802,-0.15033,0.251648,0.885803
26.5625,-31.0625,4.8125,3.35,5.54,1.04,-33.75,-4.5625,135.75,-0.360046,-0.147827,0.252991,0.885742
2.8125,-31,12.625,2.56,5.26,1.04,-33.75,-4.5625,135.75,-0.360046,-0.147827,0.252991,0.885742
-19.625,-31.75,15.75,2.22,5.08,0.91,-33.5625,-4.1875,135.688,-0.360779,-0.14447,0.252686,0.886047
-39.5,-33.125,13.8125,1.88,4.75,0.97,-32.625,-3.5,135.625,-0.362183,-0.135864,0.247742,0.888245
-57.75,-36,8.75,1.51,4.33,1.86,-31.875,-3.1875,135.688,-0.362244,-0.130432,0.243286,0.890259
-76.5,-40.625,1,0.89,3.82,2.14,-30.9375,-2.8125,135.875,-0.361694,-0.124084,0.237427,0.893005
-95.5,-47.875,-8.25,1.04,3.64,2.14,-30.9375,-2.8125,135.875,-0.361694,-0.124084,0.237427,0.893005
-112.375,-55,-16.1875,1.48,3.25,2.72,-29.8125,-2.4375,136.125,-0.360535,-0.116821,0.230469,0.89624
-128.188,-58.1875,-17.75,2,2.84,3.16,-27.1875,-1.625,136.688,-0.358582,-0.100403,0.213074,0.90332
-142.562,-56.8125,-12.3125,2.19,2.08,4.87,-25.625,-1.1875,136.812,-0.358643,-0.0918579,0.202637,0.906555
-156.375,-50.8125,-3.875,1.73,1.78,5,-24,-0.8125,136.812,-0.359497,-0.0836182,0.190857,0.909607
-169.5,-39.3125,3.25,1.18,1.39,5,-24,-0.8125,136.812,-0.359497,-0.0836182,0.190857,0.909607
-177.75,-26.5,7.5625,0.79,0.37,4.86,-22.3125,-0.5625,136.812,-0.36084,-0.0760498,0.17804,0.912292
-178.875,-14.1875,10.6875,0.6,-0.22,5.62,-18.875,-0.375,136.562,-0.364624,-0.0637817,0.151184,0.916565
-176.188,-0.1875,13.6875,0.1,-1,6.82,-17.125,-0.4375,136.375,-0.366943,-0.0595093,0.137146,0.918152
-175.688,17.4375,15,-0.97,-1.65,7.61,-15.4375,-0.75,136.25,-0.368774,-0.0564575,0.122437,0.919678
-176.938,32.875,8.25,-3.64,-2.4,9.06,-15.4375,-0.75,136.25,-0.368774,-0.0564575,0.122437,0.919678
-178.875,43.875,-9.5625,-4.49,-2.72,10,-13.6875,-1.1875,136.312,-0.369324,-0.0543823,0.107056,0.921509
-182.312,51.75,-34.25,-4.58,-3.06,9.9,-10.1875,-2.375,137,-0.364563,-0.052063,0.0750122,0.926697
-181.375,54,-57.5625,-3.96,-3.39,10.75,-8.5,-3,137.625,-0.360107,-0.0512695,0.0595703,0.929565
-172.688,52.3125,-70.125,-2.71,-4.24,11.57,-6.875,-3.5625,138.188,-0.35553,-0.0507812,0.0447998,0.93219
-163.562,52.8125,-70.375,-2.9,-4.43,11.57,-6.875,-3.5625,138.188,-0.35553,-0.0507812,0.0447998,0.93219
-159.938,50.625,-65.1875,-3.09,-4.59,12.12,-5.25,-4.125,138.75,-0.351257,-0.0502319,0.0303955,0.934448
-161.875,45.5625,-58.1875,-3.3,-4.83,12.56,-2,-5,139.688,-0.344116,-0.0475464,0.00134277,0.937744
-167.562,40.5,-50.6875,-4.53,-5.28,13.61,-0.25,-5.375,140.062,-0.341125,-0.045166,-0.0139771,0.938843
-178.438,35.6875,-46.5,-5.32,-5.43,13.24,1.625,-5.625,140.438,-0.337891,-0.0418701,-0.0301514,0.939758
-191.188,28.5625,-48.3125,-5.81,-5.48,13.24,1.625,-5.625,140.438,-0.337891,-0.0418701,-0.0301514,0.939758
-201.562,19.875,-53.375,-5.89,-5.84,12.83,3.625,-5.8125,140.812,-0.33429,-0.0375366,-0.046936,0.940552
-208.125,13.8125,-58.5,-5.57,-6,12.52,7.8125,-5.9375,141.812,-0.325867,-0.0273438,-0.0812988,0.941528
-210.688,12.75,-59.8125,-5.21,-6.09,12,9.875,-6,142.25,-0.321777,-0.0224609,-0.0982666,0.941467
-207.062,15.625,-55.875,-4.86,-6.17,11.83,11.8125,-6.125,142.625,-0.318115,-0.0184326,-0.114746,0.940918
-198.75,22.125,-47.8125,-4.9,-6.27,11.83,11.8125,-6.125,142.625,-0.318115,-0.0184326,-0.114746,0.940918
-189.688,30.5,-38.8125,-5.17,-6.09,11.62,13.6875,-6.375,142.938,-0.314941,-0.0153809,-0.130737,0.939941
-179.75,37.0625,-32.3125,-5.58,-5.95,11.44,17.1875,-6.9375,143.438,-0.309509,-0.0115356,-0.160461,0.937195
-169.125,39.9375,-29.1875,-5.83,-5.87,10.5,18.75,-7.1875,143.688,-0.306824,-0.0102539,-0.174011,0.935669
-157.125,40.5,-28.625,-6.06,-5.72,10.39,20.1875,-7.4375,143.938,-0.304077,-0.00915527,-0.186401,0.934204
-144.062,38.6875,-29.1875,-6.03,-5.58,10.39,20.1875,-7.4375,143.938,-0.304077,-0.00915527,-0.186401,0.934204
-132.125,36,-29.5625,-5.7,-5.48,10.5,21.5,-7.6875,144.188,-0.30127,-0.00811768,-0.197754,0.9328
-124.312,33.75,-28.125,-5.29,-5.37,10.66,24,-8.0625,144.625,-0.296143,-0.00622559,-0.218811,0.929749
-121.5,32.5625,-24,-4.69,-5.28,10.79,25.1875,-8.3125,144.75,-0.29425,-0.00537109,-0.229126,0.927856
-121.688,31.9375,-16.8125,-4.8,-5.21,10.79,26.4375,-8.5625,144.812,-0.292969,-0.00488281,-0.239746,0.925537
-124.5,34.5625,-8.4375,-5.34,-5.06,10.82,26.4375,-8.5625,144.812,-0.292969,-0.00488281,-0.239746,0.925537
-128,39.0625,-2.4375,-5.53,-4.97,9.96,27.75,-8.875,144.875,-0.291992,-0.00469971,-0.250732,0.922974
-128.75,42.75,2.125,-5.42,-5.02,9.49,30.25,-9.6875,144.75,-0.290955,-0.00543213,-0.272644,0.917053
-126.188,44.4375,7.625,-5.37,-5.08,9.04,31.4375,-10.125,144.625,-0.291077,-0.00610352,-0.283203,0.913818
-122.375,43.5,14.1875,-5.47,-5.13,9.04,32.625,-10.5625,144.438,-0.291748,-0.0067749,-0.293335,0.9104
-118.688,40.125,20.1875,-5.44,-5.26,8.9,32.625,-10.5625,144.438,-0.291748,-0.0067749,-0.293335,0.9104
-116.438,33.375,25.1875,-5.27,-5.42,8.85,33.75,-10.9375,144.188,-0.292908,-0.00708008,-0.303101,0.906799
-115.875,26.3125,31.1875,-5.12,-5.58,8.97,35.9375,-11.6875,143.375,-0.297058,-0.0067749,-0.322083,0.898865
-118.375,21.8125,38.1875,-5.07,-5.7,8.51,37.0625,-12.125,142.875,-0.299988,-0.00653076,-0.331909,0.894287
-122.438,21.1875,45.8125,-4.85,-5.99,8.51,38.25,-12.625,142.312,-0.303406,-0.0067749,-0.34198,0.889343
-125.75,25.0625,53.4375,-4.84,-6.27,8.39,38.25,-12.625,142.312,-0.303406,-0.0067749,-0.34198,0.889343
-127.562,32.875,61.5,-4.96,-6.52,8.34,39.375,-13.25,141.625,-0.307129,-0.00775146,-0.352356,0.884033
-128.188,43.5,68.3125,-5.11,-6.73,8.22,41.75,-14.875,140.25,-0.314819,-0.0124512,-0.373718,0.872375
-127.625,52.5625,72.6875,-5.45,-7.13,8.19,42.9375,-15.75,139.562,-0.318604,-0.0157471,-0.38446,0.866272
-126.562,58.1875,74.3125,-5.54,-7.34,8.19,44.125,-16.6875,138.875,-0.322144,-0.0192871,-0.395142,0.860046
-124.812,61.25,73.6875,-5.55,-7.48,8.19,44.125,-16.6875,138.875,-0.322144,-0.0192871,-0.395142,0.860046
-122.812,62.8125,71.5,-5.46,-7.62,8.15,45.3125,-17.625,138.25,-0.325378,-0.0228882,-0.40564,0.853882
-120.938,64.4375,68.4375,-5.19,-7.87,8.01,47.625,-19.4375,137,-0.330933,-0.0302734,-0.426086,0.841431
-118.562,66.3125,65.4375,-5.03,-8.05,7.84,48.8125,-20.3125,136.5,-0.333191,-0.0341797,-0.436035,0.835266
-115.438,68.5625,63.0625,-4.79,-8.26,7.85,49.9375,-21.1875,135.938,-0.335266,-0.0383301,-0.44574,0.829102
-112.312,70.5625,61.8125,-4.44,-8.56,8.09,49.9375,-21.1875,135.938,-0.335266,-0.0383301,-0.44574,0.829102
-110.688,71,61.75,-4.33,-8.77,8.17,51.0625,-22.125,135.375,-0.33728,-0.0424805,-0.455261,0.822937
-110.688,70.75,62.375,-4.26,-9,8.3,53.375,-23.9375,134.25,-0.341309,-0.0507812,-0.474182,0.809998
-112.25,70.3125,64.1875,-4.35,-9.28,8.52,54.5625,-24.8125,133.625,-0.343567,-0.0548096,-0.483765,0.803101
-115.188,69.1875,66.1875,-4.41,-9.67,8.52,55.75,-25.75,133,-0.346008,-0.0587158,-0.493469,0.795837
-119.812,67.1875,68.5625,-4.29,-9.98,8.75,55.75,-25.75,133,-0.346008,-0.0587158,-0.493469,0.795837
-125,63.9375,72.125,-4.48,-10.39,8.62,57.0625,-26.6875,132.25,-0.348755,-0.0623779,-0.503296,0.788147
-130.75,60.875,75.9375,-4.5,-10.74,8.52,59.75,-28.5625,130.5,-0.355286,-0.0689697,-0.523621,0.771301
-136.188,58.375,78.8125,-4.36,-11.04,8.14,61.125,-29.5,129.562,-0.358704,-0.0720215,-0.533936,0.762268
-139.938,57.125,79.9375,-4.08,-11.22,8.1,62.5625,-30.4375,128.562,-0.362305,-0.0748901,-0.544312,0.75293
-143.688,55.3125,80.9375,-3.73,-11.38,8.1,62.5625,-30.4375,128.562,-0.362305,-0.0748901,-0.544312,0.75293
-148,53.125,83.25,-3.48,-11.46,8.1,64.0625,-31.375,127.5,-0.366028,-0.0775757,-0.554749,0.743164
-152.688,50.9375,86.4375,-3.3,-11.42,7.88,67.1875,-33.3125,125.188,-0.374207,-0.0824585,-0.575867,0.722168
-157.062,49,88.9375,-3.29,-11.37,7.42,68.8125,-34.3125,123.938,-0.378479,-0.0845947,-0.586365,0.711182
-160,46.8125,89.625,-3.26,-11.26,7.42,70.4375,-35.25,122.625,-0.382751,-0.0863647,-0.596741,0.699951
-161.125,42.4375,88.3125,-3.13,-10.94,7.12,70.4375,-35.25,122.625,-0.382751,-0.0863647,-0.596741,0.699951
-160.75,35.625,85.3125,-3.08,-10.76,6.92,72.0625,-36.125,121.312,-0.387146,-0.0875854,-0.606689,0.688782
-159,27.75,80.625,-3.01,-10.53,6.68,75.0625,-37.75,118.562,-0.395874,-0.0880737,-0.625122,0.66687
-155.312,20.4375,75.1875,-2.94,-10.25,5.98,76.5,-38.4375,117.25,-0.400085,-0.0874634,-0.633423,0.656494
-149.812,14,68.625,-2.96,-9.5,5.98,77.875,-39,116,-0.403931,-0.0863647,-0.641235,0.646667
-143.438,9.875,60.125,-2.96,-9.11,5.68,77.875,-39,116,-0.403931,-0.0863647,-0.641235,0.646667
-136.125,7.625,49.9375,-2.87,-8.76,5.36,79.1875,-39.5,114.812,-0.407227,-0.0848389,-0.648499,0.637512
-126.5,6.8125,39.1875,-2.72,-8.44,5.05,81.5,-40.1875,112.938,-0.411865,-0.0809326,-0.661316,0.621643
-115.312,5.75,29.9375,-2.66,-7.83,4.78,82.5625,-40.375,112.125,-0.413635,-0.0787354,-0.666748,0.61499
-104.438,3,22.625,-2.63,-7.53,4.75,83.4375,-40.5625,111.375,-0.415344,-0.0762329,-0.671448,0.609009
-95.25,-3.3125,17.25,-2.51,-7.32,4.79,83.4375,-40.5625,111.375,-0.415344,-0.0762329,-0.671448,0.609009
-87.9375,-10.625,14.5,-2.39,-7.22,4.86,84.1875,-40.6875,110.688,-0.417236,-0.0734253,-0.675476,0.603577
-83.5625,-17.875,14.8125,-2.48,-7.04,5,85.375,-40.9375,109.062,-0.422302,-0.0671997,-0.682129,0.59314
-82.1875,-25.25,17.375,-2.57,-6.95,5.1,85.9375,-41.125,108.125,-0.425659,-0.0637817,-0.685059,0.587708
-84.25,-31.75,20.75,-2.69,-6.83,5.1,86.4375,-41.3125,107.125,-0.429382,-0.0601807,-0.68811,0.581848
-89.25,-35.75,24.0625,-3.01,-6.63,4.83,86.4375,-41.3125,107.125,-0.429382,-0.0601807,-0.68811,0.581848
-95.1875,-36.875,26.6875,-3.11,-6.52,4.54,87.0625,-41.5625,106,-0.433289,-0.0564575,-0.691284,0.5755
-100.188,-35.375,28.5625,-3.31,-6.48,4.21,88.375,-42.125,103.688,-0.44104,-0.0490723,-0.698181,0.561768
-102.188,-33.5625,29.5625,-3.48,-6.48,3.92,89.0625,-42.375,102.5,-0.444824,-0.0455322,-0.701538,0.554871
-100.875,-33.5,30,-3.93,-6.41,3.52,89.6875,-42.6875,101.375,-0.448669,-0.0419922,-0.704651,0.548096
-97.125,-34.5625,29.75,-4.22,-6.31,3.48,89.6875,-42.6875,101.375,-0.448669,-0.0419922,-0.704651,0.548096
-93.125,-38.125,27.6875,-4.41,-6.23,3.45,90.25,-42.9375,100.188,-0.452515,-0.0383301,-0.707397,0.541626
-89.4375,-41.5,24.0625,-4.53,-6.07,3.55,91.1875,-43.375,98,-0.460083,-0.0303345,-0.711975,0.529541
-87.25,-43.3125,19.5,-4.83,-5.71,3.75,91.625,-43.5625,96.9375,-0.463623,-0.0258179,-0.714111,0.523865
-87.1875,-44.5625,14.5,-4.79,-5.52,3.89,92.0625,-43.625,95.9375,-0.46698,-0.0209351,-0.716248,0.518188
-88.6875,-45.25,9.6875,-4.81,-5.38,3.96,92.0625,-43.625,95.9375,-0.46698,-0.0209351,-0.716248,0.518188
-90.75,-44.9375,6.3125,-4.66,-5.25,3.79,92.5625,-43.75,94.9375,-0.470093,-0.0157471,-0.718384,0.512512
-91.0625,-44.1875,5.25,-4.48,-4.95,3.76,93.5,-43.875,93.9375,-0.476196,-0.00549316,-0.722595,0.501099
-89.625,-44.25,6.625,-4.42,-4.8,4.01,93.9375,-44,91.875,-0.47937,-0.000610352,-0.724487,0.495361
-88,-44.75,9.75,-4.4,-4.69,4.01,94.375,-44.1875,90.75,-0.482666,0.00390625,-0.726257,0.489441
-86.875,-44.875,14.1875,-4.65,-4.51,4.15,94.375,-44.1875,90.75,-0.482666,0.00390625,-0.726257,0.489441
-86.375,-44.5,18.375,-4.76,-4.46,4.09,94.8125,-44.375,89.625,-0.486145,0.00811768,-0.728027,0.483337
-85.375,-43.5,21.5625,-4.96,-4.42,4.05,95.6875,-44.875,88.5,-0.492981,0.0158081,-0.731323,0.471008
-83.6875,-41.4375,23.0625,-5.13,-4.44,3.86,96.125,-45.125,86.25,-0.496094,0.0192871,-0.733032,0.464966
-81.4375,-37.6875,22.8125,-5.48,-4.39,3.86,96.5625,-45.375,85.25,-0.498779,0.022522,-0.734741,0.459229
-77.75,-32,21.0625,-5.66,-4.37,3.93,96.5625,-45.375,85.25,-0.498779,0.022522,-0.734741,0.459229
-73.375,-24.625,18.0625,-5.82,-4.38,4.05,97.0625,-45.5625,84.3125,-0.500854,0.0253906,-0.736572,0.453796
-68.9375,-17.5,13.75,-5.82,-4.39,4.2,98.125,-45.875,82.875,-0.503174,0.0307007,-0.74054,0.444397
-65.1875,-10.4375,10.125,-5.94,-4.49,4.5,98.6875,-45.9375,82.3125,-0.50354,0.032959,-0.742676,0.440186
-61.5,-4,7.375,-6.15,-4.51,4.5,99.25,-46,81.8125,-0.503418,0.0350952,-0.744934,0.43634
-58,1.8125,4.75,-6.39,-4.5,4.56,99.25,-46,81.8125,-0.503418,0.0350952,-0.744934,0.43634
-54.625,7.75,0.9375,-6.55,-4.43,4.62,99.875,-46,81.4375,-0.502808,0.0370483,-0.747253,0.432861
-51.25,14.125,-4.4375,-6.6,-4.31,4.3,101.188,-45.75,81.0625,-0.499634,0.0408325,-0.752319,0.427429
-46.625,22.5,-10.5,-6.57,-4.26,3.96,101.812,-45.5625,81.1875,-0.496765,0.0422974,-0.755127,0.42572
-39.3125,33.6875,-16.1875,-6.57,-4.23,3.73,102.5,-45.25,81.5,-0.492859,0.0431519,-0.758057,0.424988
-28.625,47.75,-21.3125,-6.93,-4.13,3.26,102.5,-45.25,81.5,-0.492859,0.0431519,-0.758057,0.424988
-14.75,64.1875,-25.9375,-7.19,-4.13,3.31,103.25,-44.875,82.125,-0.487732,0.0430908,-0.761169,0.425354
0.875,80.5625,-31.4375,-7.46,-4.13,3.45,104.5,-43.8125,83.125,-0.473877,0.0404663,-0.767456,0.429932
17,96.4375,-37.875,-7.87,-4.09,3.43,105.062,-43.125,86.0625,-0.465149,0.0380859,-0.770447,0.434265
33.1875,110.562,-45.1875,-8.56,-3.91,3.86,105.5,-42.3125,88,-0.455444,0.0352173,-0.773193,0.439941
48.8125,120.375,-54,-8.59,-3.85,4.17,105.5,-42.3125,88,-0.455444,0.0352173,-0.773193,0.439941
61.1875,126.5,-62,-8.57,-3.8,4.31,105.812,-41.375,90.1875,-0.445007,0.0322266,-0.775513,0.446655
70.375,129.75,-67.9375,-8.66,-3.73,4.21,106.125,-39.375,92.5625,-0.422974,0.026001,-0.778992,0.462158
78.5,129.562,-71.9375,-8.56,-3.56,4.16,106.062,-38.375,97.625,-0.411804,0.0228882,-0.779968,0.470703
85.4375,128,-74.5625,-8.36,-3.57,4.13,106,-37.3125,100.188,-0.400574,0.0195923,-0.780579,0.479492
90.6875,127.5,-74.8125,-8.3,-3.59,4.14,106,-37.3125,100.188,-0.400574,0.0195923,-0.780579,0.479492
94.1875,128.938,-72.0625,-8.31,-3.51,4.17,105.812,-36.3125,102.875,-0.389221,0.0159302,-0.780884,0.488281
95.1875,132.375,-67.3125,-8.71,-3.51,4.07,105.688,-35.3125,105.5,-0.377808,0.00708008,-0.781372,0.505249
95.125,136.5,-62.1875,-8.88,-3.53,3.81,105.375,-33.5,110.688,-0.354675,0.0020752,-0.781433,0.513367
95.3125,138.188,-58,-8.85,-3.69,3.42,105.125,-32.625,113.25,-0.343384,-0.00323486,-0.781128,0.521423
98.625,135.562,-53.25,-9.02,-4.11,3.03,105.125,-32.625,113.25,-0.343384,-0.00323486,-0.781128,0.521423
104.938,127.875,-46.9375,-9.25,-4.22,3.16,104.812,-31.875,115.688,-0.332825,-0.00878906,-0.780151,0.529602
111.938,116.688,-39.625,-9.54,-4.26,3.27,103.75,-30.6875,118,-0.314636,-0.0203857,-0.775879,0.546448
117.188,105.375,-33.1875,-9.66,-4.3,3.39,103.062,-30.1875,122.062,-0.306824,-0.026123,-0.772888,0.55481
120.25,95.5,-28.0625,-9.94,-4.45,3.49,102.375,-29.75,123.938,-0.299744,-0.0317993,-0.76947,0.56311
120.812,87.4375,-23.625,-10.11,-4.5,3.5,102.375,-29.75,123.938,-0.299744,-0.0317993,-0.76947,0.56311
119.812,81.8125,-20,-10.09,-4.5,3.34,101.625,-29.4375,125.625,-0.293091,-0.0374146,-0.765808,0.571106
117.625,79.1875,-16.3125,-10.13,-4.47,3.08,100.188,-28.875,128.812,-0.28064,-0.0489502,-0.758362,0.586304
116,78.9375,-12.5625,-10.1,-4.34,2.33,99.4375,-28.625,130.312,-0.274719,-0.0551147,-0.754395,0.593628
116.812,78.8125,-8.5,-10.04,-4.34,2.25,98.6875,-28.5,131.75,-0.268982,-0.0615845,-0.750183,0.600952
120,77.75,-3.25,-10.04,-4.35,2.21,98.6875,-28.5,131.75,-0.268982,-0.0615845,-0.750183,0.600952
123.875,75.25,3.375,-10,-4.32,2.17,97.875,-28.4375,133.062,-0.263733,-0.0684204,-0.745483,0.608276
127.812,71.125,10.75,-10.24,-4.37,2.29,96.125,-28.5625,134.312,-0.255127,-0.0830688,-0.734802,0.622925
131.188,65.5,19.375,-10.41,-4.47,2.56,95.125,-28.75,136.375,-0.252075,-0.0907593,-0.728821,0.630127
133.188,58,28.625,-10.62,-4.52,2.94,94.125,-29.125,137.125,-0.249878,-0.0986328,-0.722534,0.636963
131.625,51.5625,37.8125,-10.7,-4.63,3.12,94.125,-29.125,137.125,-0.249878,-0.0986328,-0.722534,0.636963
126.938,48.125,46.625,-11.02,-4.73,3.11,93.1875,-29.5,137.75,-0.248352,-0.10675,-0.716309,0.643311
121.062,46.8125,54.5625,-10.94,-4.85,3.05,91.4375,-30.625,138.25,-0.246887,-0.12384,-0.704102,0.654175
116.438,45.75,62.5,-10.86,-4.87,3.01,90.625,-31.3125,138.875,-0.247009,-0.132874,-0.697998,0.658936
112.938,44.5625,71.5,-11.03,-5.08,2.99,89.8125,-32.0625,139,-0.247742,-0.142334,-0.691772,0.663208
110.438,42.5625,81.125,-11.37,-5.25,3.08,89.8125,-32.0625,139,-0.247742,-0.142334,-0.691772,0.663208
109.688,38.75,90.75,-11.71,-5.48,3.03,89,-32.9375,139,-0.249268,-0.1521,-0.685242,0.667175
110.75,32.75,99.875,-11.94,-5.87,3,87.125,-35,138.625,-0.254578,-0.17218,-0.670959,0.674805
113.812,26.6875,109.062,-12.3,-6.75,3.19,86.125,-36.1875,138.312,-0.258301,-0.182861,-0.662964,0.678467
117.688,24.25,119.375,-12.92,-7.28,3.48,85.0625,-37.4375,137.875,-0.26239,-0.194214,-0.65448,0.682007
121.438,25.5,129.875,-13.54,-7.72,3.73,85.0625,-37.4375,137.875,-0.26239,-0.194214,-0.65448,0.682007
124.688,28.625,138.562,-14.4,-8.03,4.28,84,-38.8125,137.438,-0.266724,-0.206299,-0.645569,0.685242
126.5,34,143.812,-15.28,-8.49,5.12,81.8125,-41.6875,136.562,-0.275024,-0.231873,-0.627136,0.690857
126.812,38.375,146.188,-15.18,-8.67,5.62,80.75,-43.1875,136.125,-0.279053,-0.244934,-0.617737,0.693237
125.688,39.75,148.688,-15.02,-8.83,6.17,79.625,-44.6875,135.562,-0.283691,-0.257935,-0.608093,0.695129
122.625,35.1875,154.688,-14.52,-8.97,6.72,79.625,-44.6875,135.562,-0.283691,-0.257935,-0.608093,0.695129
117.062,23.625,164.812,-13.24,-8.98,7.69,78.4375,-46.3125,134.812,-0.289612,-0.270569,-0.598083,0.696594
109.188,7.25,179.688,-13.01,-8.92,8.23,75.4375,-49.8125,132.438,-0.307068,-0.294067,-0.57666,0.697632
99.375,-13.6875,196.438,-12.87,-8.94,9.23,73.4375,-51.6875,130.75,-0.319336,-0.30426,-0.565002,0.697266
87.625,-40.625,212.688,-13.27,-9.02,9.23,70.9375,-53.5625,128.688,-0.334229,-0.312683,-0.552673,0.696472
74.625,-73.8125,226.875,-13.64,-9.25,9.38,70.9375,-53.5625,128.688,-0.334229,-0.312683,-0.552673,0.696472
62.6875,-111.688,237.125,-13.93,-9.52,9.58,67.75,-55.375,126.312,-0.351685,-0.318848,-0.539429,0.695435
52.1875,-151,243.562,-14.14,-9.73,9.68,59.125,-58.125,120.938,-0.392822,-0.323669,-0.509888,0.693481
42.3125,-187.812,245.875,-14.17,-9.99,9.59,53.75,-58.9375,118.062,-0.415527,-0.322266,-0.493652,0.692627
34.375,-220.938,244.562,-13.99,-10.14,9.6,47.8125,-59.1875,115.188,-0.439087,-0.318542,-0.476379,0.691956
29.8125,-251,240.688,-13.88,-10.23,9.66,47.8125,-59.1875,115.188,-0.439087,-0.318542,-0.476379,0.691956
27.1875,-278.438,234.625,-13.57,-10.32,9.67,41.6875,-58.875,112.375,-0.463074,-0.312561,-0.457886,0.691528
26,-303.812,226.438,-13,-10.43,9.45,30.0625,-56.4375,109.625,-0.510803,-0.294434,-0.417603,0.691406
26.875,-324.875,216.312,-12.7,-10.42,9.19,25,-54.4375,104.688,-0.53363,-0.282898,-0.395813,0.691772
30.875,-340.438,204,-12.09,-10.41,8.95,20.5625,-52,102.5,-0.555298,-0.270264,-0.372986,0.692444
37.4375,-351.25,190.5,-11.44,-10.36,8.7,20.5625,-52,102.5,-0.555298,-0.270264,-0.372986,0.692444
45.875,-356,176.312,-10.1,-10.22,8.07,16.8125,-49.3125,100.562,-0.575439,-0.257019,-0.349365,0.693359
55.625,-356.125,161.438,-9.46,-10.07,7.88,10.875,-43.375,97.4375,-0.610413,-0.230042,-0.300415,0.695862
66.1875,-351.875,145.312,-8.77,-9.89,7.72,8.5,-40.25,96.25,-0.624939,-0.216858,-0.275513,0.69751
76.3125,-344.875,129.25,-7.38,-9.4,7.42,6.4375,-37.1875,95.25,-0.637573,-0.204163,-0.250488,0.699341
85.8125,-336.25,113.812,-6.55,-9.11,7.25,6.4375,-37.1875,95.25,-0.637573,-0.204163,-0.250488,0.699341
101.875,-323.25,87.9375,-5.75,-8.8,7.18,4.625,-34.1875,94.5625,-0.647583,-0.192322,-0.225464,0.702026
101.875,-323.25,87.9375,-5.01,-8.4,6.95,1.4375,-28.0625,93.375,-0.6651,-0.16864,-0.175049,0.706055
106.562,-317,78.125,-3.97,-7.5,6.27,0.0625,-25.0625,92.9375,-0.672058,-0.157166,-0.149963,0.707947
109.438,-311.688,69.375,-3.55,-6.97,6.06,-1.1875,-22.125,92.6875,-0.677368,-0.145691,-0.125366,0.710144
108.625,-305.188,52.375,-3.18,-6.51,5.97,-1.1875,-22.125,92.6875,-0.677368,-0.145691,-0.125366,0.710144
